phrase,path,source_filename_kind,bytes,sha256,duration_seconds,codec,width,height,frame_rate,frame_count,rotation_degrees
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_10.mp4,numbered,444504,51ba25e622e1454effe5ced1a8cae7d736e102a5b7e696a5b7fa9edabef5bcfd,2.5,mpeg4,640,480,30/1,75,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_11.mp4,numbered,462073,f4667eb17e48e0394d4620561de4873ad59a07350fe7634d10cceab437865bb4,2.933333,mpeg4,640,480,30/1,88,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_12.mp4,numbered,449756,b910cdd80ff47c0e1f68e5fe10d4f198372180126a7ee27e2a42096213e1adbb,3.066667,mpeg4,640,480,30/1,92,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_13.mp4,numbered,451294,19354b4a600538569d9fc3453610e36479fa2a50eb9760d3c2aeb097f09ee77d,3.1,mpeg4,640,480,30/1,93,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_14.mp4,numbered,399498,443ac5f2c4d53733cb69c871a7b467ec1318b8764829a30aecfa576f6292a619,3.033333,mpeg4,640,480,30/1,91,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_15.mp4,numbered,437820,eb775c3eeabb170a0bae5bd65cd29e9b7e7ed9627620d5b4b7f03c9f9ca27fa0,3.133333,mpeg4,640,480,30/1,94,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_16.mp4,numbered,437748,d38c37c252afbc290be605400902f4268fa30c625c7ce3684629f2bbe2dc096c,3.1,mpeg4,640,480,30/1,93,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_17.mp4,numbered,473080,615b43ed18afa081f7e2b5f2479a6e107322c998cb3e0e16d29b9456aac56978,3.233333,mpeg4,640,480,30/1,97,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_18.mp4,numbered,401645,782e46a5210b9f0d9da25c1b372415e0c7280b65f550a34c8f15777210fc4870,2.966667,mpeg4,640,480,30/1,89,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_19.mp4,numbered,385902,8fea3a63a413f7d28417b7419d5c83293cbbbe640faa21f124a8e42d957b01bc,2.833333,mpeg4,640,480,30/1,85,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_2.mp4,numbered,545561,af65091760fdb2962b5459536406f46ba82962d234046b9b84817e62106f3b2f,3.733333,mpeg4,640,480,30/1,112,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_20.mp4,numbered,397755,a8c4d2668c6bbc9abb16cd0b84fde7455d8297d07a63133ef44d2895008eb054,2.5,mpeg4,640,480,30/1,75,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_3.mp4,numbered,442546,8b39522adb8b819213db4f2fee53c93f16fe4d87aff7b10dd7bdfa3ebd6e7de6,2.933333,mpeg4,640,480,30/1,88,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_4.mp4,numbered,451264,1c4416725be96c23ee5370d48d519ec9bca405848eb173c35131f1d33752e7da,3.0,mpeg4,640,480,30/1,90,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_5.mp4,numbered,443669,9811fffe98d65a52fcac2b3e5cabfe2b13e8609a37411e5d4c017229895de283,2.866667,mpeg4,640,480,30/1,86,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_6.mp4,numbered,460303,ea0a4a91b71012f3827c50cde7b4c1e5105d0d186080a070bbbe00651ef8af30,3.133333,mpeg4,640,480,30/1,94,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_7.mp4,numbered,429104,c35f824bab07d2fac4e5b2ee7adb32486d0ec733d3151b9df4916c730a4062fd,2.666667,mpeg4,640,480,30/1,80,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_8.mp4,numbered,388396,0e68be80cb13706699e82b08314f9537453f574c06bf90548f7aaddfd50bb488,2.533333,mpeg4,640,480,30/1,76,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/GOOD_MORNING_9.mp4,numbered,376134,ab25ea39315b8215977a3dd1c654da7b38a959fb1b43bc7e58871164f9498ac8,2.433333,mpeg4,640,480,30/1,73,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/a0c4d962.mp4,opaque,4778703,4c52ba69a278fd92cdd83efa641d20b0d60d102e34d0d9fb8aa3081aae2cd1e4,4.433333,mpeg4,640,480,30/1,133,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/a152a8b4.mp4,opaque,2566692,7005e13ec92e91389d30646809a510bbf5e19ca8245027154997c027c1921a5d,4.566667,mpeg4,640,480,30/1,137,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/a7a0b98e.mp4,opaque,227210,a20d6b7a020149759c8567450e860f287f15b5e227843bc26e9a2464a18966e5,0.4,mpeg4,640,480,30/1,12,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/aef75995.mp4,opaque,4106248,2427e619976f159879df455ae0e07f934cc9bea34416e759561b56da25e42ef8,3.933333,mpeg4,640,480,30/1,118,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/ba70f402.mp4,opaque,294213,1df0486dcabe011891093ca129b0ac9161e7e571d43b3c61fc90e2d1f363fa91,0.5,mpeg4,640,480,30/1,15,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/bcd94f5a.mp4,opaque,3697476,def29d51deedf18e44d93600b4dd14935864414ff6e32723654e3da690baa120,4.0,mpeg4,640,480,30/1,120,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/bd792fb3.mp4,opaque,2494219,6f76385078bf22298b4f40c8510580b53665c486108993737ad1fb0d2b83b26d,4.1,mpeg4,640,480,30/1,123,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/c7beec64.mp4,opaque,2531122,2d3f5afc3f4ee3c4a13c0130ad47383a83068e6ae2888bdfb69b1271a7386e2f,4.266667,mpeg4,640,480,30/1,128,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/c84d2b6d.mp4,opaque,2824434,51e9d07170666e22b645213a11c96f086d91f52c32274215e66af4a63032f996,5.066667,mpeg4,640,480,30/1,152,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/c92849f1.mp4,opaque,184736,75d0ff1533c451724dfe3940de401f7ee109285b3d27afceddb80c37ed74eb62,0.3,mpeg4,640,480,30/1,9,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/cbf38ad0.mp4,opaque,207178,cdc8dbb897a3ed73634cca79979a91484f589f20975b7fa04f0484a435ae33f3,0.366667,mpeg4,640,480,30/1,11,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/d167f2c3.mp4,opaque,217007,4fb82ca8d71c1d7544c3a928b3f150638bf50ee8432fca82e49ba5a642acc8cd,0.366667,mpeg4,640,480,30/1,11,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/d29fd4b1.mp4,opaque,253073,17b7b84988a66cd965ceecc8c04a981658567d025e6e71a3690ad36e7a38469f,0.4,mpeg4,640,480,30/1,12,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/d8f0df13.mp4,opaque,195078,041f76e6ea5f1d8346af38a694dfa0bb07a9d6708143d56edd67fd9459f729e1,0.366667,mpeg4,640,480,30/1,11,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/eac767b8.mp4,opaque,4675909,970a657880a844811ac970cae526258f789446f8b33d22ec1e2c5dff4c682ff1,3.866667,mpeg4,640,480,30/1,116,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/f77bab12.mp4,opaque,215988,c489e371a53c6c82591e0f5e96cf75782d6945183df6d393c8aef42789280d2b,0.4,mpeg4,640,480,30/1,12,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/f99d4366.mp4,opaque,2870304,e85c13ec471f6894d8085b7e44e1f475680dd783d8761e088bd0d84672c2364b,5.133333,mpeg4,640,480,30/1,154,0.0
GOOD_MORNING,data/raw_videos/PHRASES/GOOD_MORNING/faea322b.mp4,opaque,226248,e6085667062e1f84442e751e0b0ca3cdf7d369b35c4be86427653a3233149b5a,0.4,mpeg4,640,480,30/1,12,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/00424e11.mp4,opaque,2867315,781d1f7b5728b8c0836acb990fd6bc632bf164cb8c5810c47e9ea08a9d512c02,4.6,mpeg4,640,480,30/1,138,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/02624f97.mp4,opaque,564646,e230a889ead08c6b8d1a5e03961eb678ad7571b9759a2d795de5c31125d5bbe0,0.966667,mpeg4,640,480,30/1,29,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/02bc295b.mp4,opaque,441484,94a90d407efa5e61d652fbfd5fcc63fe6c847e9a071ca83d5eff73387eeac150,0.8,mpeg4,640,480,30/1,24,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/050e1bc9.mp4,opaque,3920756,99160f730de804844198e80be0849331472b53d92ec70946ebd95dc1f1291c84,4.133333,mpeg4,640,480,30/1,124,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/055cb5a0.mp4,opaque,2196422,385db835e551b5d16c18b56a3e1ab0f46cdbafa239ca926bf76c196f7fa7bca5,3.866667,mpeg4,640,480,30/1,116,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/069536d5.mp4,opaque,462360,9a064659095a28d7a5f7387ebb5ceeef0246376d6657726996c6d84b0f986c25,0.833333,mpeg4,640,480,30/1,25,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/07911224.mp4,opaque,647598,34c3e345cfc9b8edb696e82a222adc99c187c8a8d62ec9ce1755c74c951655e0,1.133333,mpeg4,640,480,30/1,34,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/09172c2e.mp4,opaque,4178885,ff522185b304c44929d7da2388740ca3996722e59359ef3939cdf5bba34c651e,4.833333,mpeg4,640,480,30/1,145,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/09b0da27.mp4,opaque,2370049,aa7911744e873f21133072969187e650a87df57acec532eb2d32f705fe863638,3.733333,mpeg4,640,480,30/1,112,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/0c3f006e.mp4,opaque,508909,4ed0cf1a0f7d1945086bb94d2bae63b0c185a9bfbca142855f4f42dbb53c7954,0.9,mpeg4,640,480,30/1,27,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/0e1f7828.mp4,opaque,2398075,ffd27fe3cde5cb922ea5f04a2f7047ac3e75e8332375b75cf6648c629832dab0,2.666667,mpeg4,640,480,30/1,80,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/0ea209d5.mp4,opaque,3159436,f9a3f42cb645d03bda36c5e50b5fe977b0123f73a43d2e7a6045edfe46f029c1,3.433333,mpeg4,640,480,30/1,103,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/0f3336e6.mp4,opaque,1591349,e7cafb540b5c0d9d6bac3ec17e0da1bd8440723e11b7648b87595a91db6c05ec,3.566667,mpeg4,640,480,30/1,107,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/104c73e7.mp4,opaque,543008,83c1b470363c3314e3a67e22954b8259b31b0788f59864dc9f6db0a485a231ce,0.933333,mpeg4,640,480,30/1,28,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/1056c74c.mp4,opaque,2640777,92d887bbf69c09e2cf74cc6855a39df7c19c21b247bfd4cd34502ae0140cd25a,4.233333,mpeg4,640,480,30/1,127,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/11660167.mp4,opaque,483028,0d31499b5d37bd525811baea1f2d78cb997c3489bcd2fc77d9b34c9cb4ebe214,0.833333,mpeg4,640,480,30/1,25,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/18c46f97.mp4,opaque,428719,cd4464b8723f499b2150e192be1e1cb1c643a0d0746af317fca9ffb382cdbab7,0.766667,mpeg4,640,480,30/1,23,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/18fc15e8.mp4,opaque,8879075,c9be8d3622ce185dd86973302abd98382697ac9b917e9bd3ff1a0026d1ca8612,7.2,mpeg4,640,480,30/1,216,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/19d86718.mp4,opaque,3618854,74b18fe546750462158d74aa58bda3bdf4702d2ecc5de25f5de1e64297838804,3.8,mpeg4,640,480,30/1,114,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/1a7f81e3.mp4,opaque,4488144,f4446659e358a6bbecc75e7a2a443040f033709deb04eb22cac78492ea6e7867,5.366667,mpeg4,640,480,30/1,161,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/1a970edd.mp4,opaque,3653973,6f4bf0d6c8d12554db02df3a33bbecc7992c933af73c4a174f37c46378d3b218,4.3,mpeg4,640,480,30/1,129,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/1d23401f.mp4,opaque,2548619,947b0ec8f0c993bf92a69b2bc29af832618ccfb3ed163ac1ee40f436ef2f5fa5,4.433333,mpeg4,640,480,30/1,133,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/24480f39.mp4,opaque,515389,a31ca79167b5c1e22305cafa306c5123613ed5afdb0ce0095c5cbd1ba69bd291,0.866667,mpeg4,640,480,30/1,26,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/254ed9fd.mp4,opaque,446473,615a349d720d017e78a7fc6cfefbd10b17adfb0a4a6ede645ec0e2b4a5fa22b2,0.766667,mpeg4,640,480,30/1,23,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/282c9d01.mp4,opaque,2948701,03ad113a69af9678c51a89d706f0b3f26b7810dc424c6d1bb29297b4cd96912b,3.033333,mpeg4,640,480,30/1,91,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/2a03cd09.mp4,opaque,5073569,d50313e3f6ddbab14a4f02a2b010ff8f598bafb43c2782f909c396c99f4711ea,5.533333,mpeg4,640,480,30/1,166,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/2f41945f.mp4,opaque,474616,8f6b8c260cc9037471b7ddf13d259652ab054cebd9ff1101b79dbcfb575eaba5,0.8,mpeg4,640,480,30/1,24,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/30668f6a.mp4,opaque,3795211,84b2383031216817d79faefd6e246822d9993637611fca506ecdc77820b27b9c,4.066667,mpeg4,640,480,30/1,122,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/31089c9a.mp4,opaque,2517179,9e035ec7c8ead3dc48e4303d397ca27873784653d62d7bb04d2aea5e9a52a8fa,3.666667,mpeg4,640,480,30/1,110,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/31affb18.mp4,opaque,647361,c0e7cb586a42a7e3b38bbc056761c915e079cf9917db2058bf26463b74ffdd20,1.133333,mpeg4,640,480,30/1,34,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/32ac4086.mp4,opaque,2907358,000007a06e683804e62f3ce11381ae1c60562f184a0892e3a1d8af06c878a333,3.566667,mpeg4,640,480,30/1,107,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/36625be7.mp4,opaque,466265,11ef16284513624896034583731c52d756bb03c53a990ea1f082f4626f2b3a07,0.833333,mpeg4,640,480,30/1,25,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/39d34dc4.mp4,opaque,3242107,696ab151cb063a2d6bd03e4b46abf03fe7b9663942cc61c6bc4c022e1d2001aa,4.066667,mpeg4,640,480,30/1,122,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/3b64fc2e.mp4,opaque,516834,6c9b07aed39367b1fc23330175f4a06f460068d82ddd11ff94fe08f1349c40c8,0.933333,mpeg4,640,480,30/1,28,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/3cbac837.mp4,opaque,5883289,fb04182651c1c1864b9b5e386c4222988dbc332889e9faa9329f66dc78c5c566,7.566667,mpeg4,640,480,30/1,227,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/3d44cf58.mp4,opaque,1667318,ba1faff5051500c711d010c4f42c47d8cfbe1857dfc7342a57ad38811947f0fa,3.666667,mpeg4,640,480,30/1,110,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/400fec4b.mp4,opaque,409115,515f3182e7ecfc087de2a785f4a5e6241d1e0431ff96159d6d0a97a3729ffb1c,0.7,mpeg4,640,480,30/1,21,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/42356a6d.mp4,opaque,517847,886ab9fa65628855f8f6f6a8e9d9dbb38568dc5544875c50dd911bd10be276b1,0.933333,mpeg4,640,480,30/1,28,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/426cf10b.mp4,opaque,3303890,66f3032dfccbfe688b09d6f28aca84433d26512c807121cd3d6a9b6398c47951,3.833333,mpeg4,640,480,30/1,115,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/4561a78e.mp4,opaque,448941,b074f7c54f6c686e8ecb78e77499b9f98e7602708340424225a35c2faa120f17,0.8,mpeg4,640,480,30/1,24,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/4b33919f.mp4,opaque,4784207,821d858248adaa105204de53d88dc3a02cd872cc286370f22c54a2acc04c62a2,5.1,mpeg4,640,480,30/1,153,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/4db4e096.mp4,opaque,3051967,c562a94a4acb1a56a5a74f1c9e4b2576671621a28d08f49dda6e0adae3d50051,3.533333,mpeg4,640,480,30/1,106,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/524ba680.mp4,opaque,4662004,36eba46e0aa80f2f8bc87923a9b8867a13b1b9f276136e2f1bf2a6b9e2b9bd29,5.4,mpeg4,640,480,30/1,162,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/554a43c7.mp4,opaque,517995,e3ef37fa78dd35dc1f8bb375f04286a08cb7e1e7aec1fbec0f8bc125eb2bfbce,0.933333,mpeg4,640,480,30/1,28,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/57a9e08c.mp4,opaque,3564178,df5c251e7233cf7759c1b1de04894de4b76cf53c4aa47d8457c3d7ef6ca15443,3.8,mpeg4,640,480,30/1,114,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5c7f0945.mp4,opaque,552702,c65cbe4f33775aeab5b8f0fdda3b453990308f882d4f9d0939bc59965e747d42,1.033333,mpeg4,640,480,30/1,31,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5d677b3d.mp4,opaque,489604,b8a6f40ec5c8b8a0201d8a9fede04dcfe6ef4c3dd5c610498fe8ce10da96425b,0.833333,mpeg4,640,480,30/1,25,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5d7a5d95.mp4,opaque,568779,3835e3094fbf0bdee611352896d29881a2b66a95ee68b612322aadfa29e7a4d4,1.0,mpeg4,640,480,30/1,30,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5db48bc6.mp4,opaque,468781,17ff22a51ce5dababce358313cb1cc4415f90c3530c7408f965ee16481e187f6,0.833333,mpeg4,640,480,30/1,25,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5dedcfd3.mp4,opaque,3029702,9334f87c16aa77b062128fa9ff0eec4e3df07ce60bc07d03333a066670356f34,4.0,mpeg4,640,480,30/1,120,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5e38501f.mp4,opaque,4045739,f9fd602b51ff95ef4864be7ada757fdd4a4ffe45268a114e7cd868478e9cf27c,4.333333,mpeg4,640,480,30/1,130,0.0
HELLO_HOW_YOU,data/raw_videos/PHRASES/HELLO_HOW_YOU/5f0e00c5.mp4,opaque,600556,34c9d79b1649d8f030d1e6cba0da8022e84759eae30bded79cf1b68b72d59316,1.066667,mpeg4,640,480,30/1,32,0.0
