apple_available,apple_bone_length_cv,apple_both_hands_active,apple_elapsed_seconds,apple_hand_active,apple_hand_node_presence,apple_source_hand_fraction_after_trim,apple_source_hand_fraction_before_trim,apple_world_depth_fraction,label,mediapipe_t30_available,mediapipe_t30_bone_length_cv,mediapipe_t30_both_hands_active,mediapipe_t30_elapsed_seconds,mediapipe_t30_hand_active,mediapipe_t30_hand_node_presence,mediapipe_t30_source_hand_fraction_after_trim,mediapipe_t30_source_hand_fraction_before_trim,mediapipe_t30_world_depth_fraction,mediapipe_t50_available,mediapipe_t50_bone_length_cv,mediapipe_t50_both_hands_active,mediapipe_t50_elapsed_seconds,mediapipe_t50_hand_active,mediapipe_t50_hand_node_presence,mediapipe_t50_source_hand_fraction_after_trim,mediapipe_t50_source_hand_fraction_before_trim,mediapipe_t50_world_depth_fraction,raw_path,relative_feature_path,split,stratum
True,0.26909029540361523,0.0,0.669449874999998,0.875,0.41294642857142855,0.8723404255319149,0.4606741573033708,0.0,BAD,True,0.2533339905120832,0.0,2.081748458,0.9375,0.46875,0.8571428571428571,0.47191011235955055,0.45918367346938777,True,0.20700419783315727,0.0,1.957053792,0.875,0.4375,0.8444444444444444,0.42696629213483145,0.45555555555555555,data/local/citizen100_v17/raw/train/BAD/026903804811550636-BAD.mp4,train/BAD/026903804811550636-BAD.v17.npz,train,train_median
True,0.24619003865407768,0.0,0.27970920899999996,0.875,0.41889880952380953,0.8709677419354839,0.5510204081632653,0.0,BAD,True,0.20629899795999573,0.0,0.9046102919999974,0.875,0.4375,0.8666666666666667,0.5306122448979592,0.43333333333333335,True,0.22883280824850546,0.0625,0.9054241669999996,0.875,0.46875,0.8666666666666667,0.5306122448979592,0.4666666666666667,data/local/citizen100_v17/raw/val/BAD/019466731254031755-BAD.mp4,val/BAD/019466731254031755-BAD.v17.npz,val,val_low
True,0.2792443069995416,0.40625,0.855913582999996,0.5625,0.41220238095238093,0.5283018867924528,0.3076923076923077,0.0,BIG,True,0.28944748077855054,0.40625,1.506443291,0.5,0.453125,0.48,0.26373626373626374,0.44,True,0.285089444647696,0.34375,1.4127018329999999,0.5,0.421875,0.42,0.23076923076923078,0.4,data/local/citizen100_v17/raw/train/BIG/3622847632586421-BIG.mp4,train/BIG/3622847632586421-BIG.v17.npz,train,train_low
True,0.2476751425836823,0.84375,1.1820318749999998,0.875,0.8296130952380952,0.8947368421052632,0.3541666666666667,0.0,BIG,True,0.2447538521176827,0.78125,1.5919176250000007,0.875,0.828125,0.868421052631579,0.34375,0.8289473684210527,True,0.24721977851393764,0.78125,1.501110999999998,0.875,0.828125,0.8918918918918919,0.34375,0.8513513513513513,data/local/citizen100_v17/raw/train/BIG/11499358307656138-BIG.mp4,train/BIG/11499358307656138-BIG.v17.npz,train,train_median
True,0.26414749007661,0.75,0.5196530419999998,0.875,0.7909226190476191,0.868421052631579,0.34375,0.0,BIG,True,0.2539916758022881,0.78125,1.6352407079999978,0.875,0.828125,0.8888888888888888,0.3333333333333333,0.8472222222222222,True,0.23856840905583682,0.78125,1.5321584999999978,0.875,0.828125,0.8888888888888888,0.3333333333333333,0.8472222222222222,data/local/citizen100_v17/raw/val/BIG/06196342319478165-BIG.mp4,val/BIG/06196342319478165-BIG.v17.npz,val,val_low
True,0.2405224443139858,0.0,0.8170409579999927,0.5625,0.27455357142857145,0.5151515151515151,0.3541666666666667,0.0,CHILD,True,0.11660888963395528,0.0,1.637266540999999,0.5625,0.28125,0.5238095238095238,0.34375,0.2698412698412698,True,0.11823259788121274,0.0,1.5421397080000006,0.5,0.25,0.46774193548387094,0.3020833333333333,0.25,data/local/citizen100_v17/raw/train/CHILD/2976678151413328-CHILD.mp4,train/CHILD/2976678151413328-CHILD.v17.npz,train,train_low
True,0.20772914761975633,0.0,0.8053545420000034,0.875,0.41294642857142855,0.8620689655172413,0.3968253968253968,0.0,CHILD,True,0.1181383549423963,0.0,1.0584016249999983,0.875,0.4375,0.8518518518518519,0.36507936507936506,0.42592592592592593,True,0.11674426940599038,0.03125,1.0455652499999992,0.875,0.453125,0.8518518518518519,0.36507936507936506,0.4444444444444444,data/local/citizen100_v17/raw/train/CHILD/6234298185670768-CHILD.mp4,train/CHILD/6234298185670768-CHILD.v17.npz,train,train_median
True,0.2515184260229398,0.0,0.5204956249999988,0.75,0.34598214285714285,0.7346938775510204,0.375,0.0,CHILD,True,0.20578374630887086,0.0,2.2070214999999997,0.65625,0.328125,0.64,0.3333333333333333,0.33,True,0.13543373577575635,0.0,1.852428666999998,0.65625,0.328125,0.6888888888888889,0.3229166666666667,0.34444444444444444,data/local/citizen100_v17/raw/val/CHILD/08822684142689163-CHILD.mp4,val/CHILD/08822684142689163-CHILD.v17.npz,val,val_low
True,0.14879730384890988,0.46875,0.6495137080000006,0.53125,0.4947916666666667,0.56,0.4375,0.0,COLD,True,0.2222999779299371,0.46875,1.9779948750000003,0.78125,0.625,0.6621621621621622,0.5104166666666666,0.6216216216216216,True,0.15332602277160617,0.4375,1.756420834,0.625,0.53125,0.5675675675675675,0.4375,0.5135135135135135,data/local/citizen100_v17/raw/train/COLD/8543628437567765-COLD.mp4,train/COLD/8543628437567765-COLD.v17.npz,train,train_low
True,0.19157577246855387,0.8125,0.5264907499999936,0.875,0.7931547619047619,0.8648648648648649,0.4507042253521127,0.0,COLD,True,0.13395932340214828,0.75,1.3320860409999966,0.875,0.8125,0.8648648648648649,0.4507042253521127,0.8243243243243243,True,0.17353783879378315,0.6875,1.1946340000000006,0.875,0.78125,0.8918918918918919,0.4647887323943662,0.7972972972972973,data/local/citizen100_v17/raw/train/COLD/5391135538624647-COLD.mp4,train/COLD/5391135538624647-COLD.v17.npz,train,train_median
True,0.19964339238563428,0.25,0.6683634999999999,0.40625,0.30282738095238093,0.3614457831325301,0.3125,0.0,COLD,True,0.11985243474001588,0.34375,3.012810833000003,0.4375,0.390625,0.41509433962264153,0.22916666666666666,0.37735849056603776,True,0.22492456206456968,0.34375,2.2223992919999986,0.46875,0.40625,0.41509433962264153,0.22916666666666666,0.3867924528301887,data/local/citizen100_v17/raw/val/COLD/39072948576699607-COLD.mp4,val/COLD/39072948576699607-COLD.v17.npz,val,val_low
True,0.2982173734837908,0.0,0.385769499999995,0.625,0.2700892857142857,0.6111111111111112,0.18333333333333332,0.0,COME,True,0.21156905198386694,0.0,0.9189669590000022,0.75,0.375,0.6923076923076923,0.15,0.34615384615384615,True,0.2063894015495293,0.0,0.8972893330000034,0.75,0.375,0.6923076923076923,0.15,0.34615384615384615,data/local/citizen100_v17/raw/train/COME/5245211280359048-COME.mp4,train/COME/5245211280359048-COME.v17.npz,train,train_low
True,0.4084890070559595,0.0,0.5311686249999923,0.875,0.40773809523809523,0.8518518518518519,0.23958333333333334,0.0,COME,True,0.36468362177670444,0.125,1.918361499999996,0.75,0.4375,0.5454545454545454,0.5,0.4431818181818182,True,0.38075670243973614,0.0625,1.7520578339999986,0.5625,0.3125,0.4431818181818182,0.40625,0.32954545454545453,data/local/citizen100_v17/raw/train/COME/055732368427704904-COME.mp4,train/COME/055732368427704904-COME.v17.npz,train,train_median
True,0.3242135848772514,0.0,0.3885406660000008,0.8125,0.39732142857142855,0.75,0.2727272727272727,0.0,COME,True,0.2537696040434626,0.0,1.4064842499999983,0.53125,0.265625,0.45,0.13636363636363635,0.25,True,0.3436218205865586,0.0,1.1451584169999975,0.59375,0.296875,0.5555555555555556,0.15151515151515152,0.2777777777777778,data/local/citizen100_v17/raw/val/COME/24064885357062593-COME.mp4,val/COME/24064885357062593-COME.v17.npz,val,val_low
True,0.3798209595034219,0.0,0.3761134999999882,0.625,0.2537202380952381,0.5757575757575758,0.2835820895522388,0.0,DAY,True,0.1877497383226301,0.0,1.0501267080000005,0.5625,0.28125,0.5483870967741935,0.2537313432835821,0.27419354838709675,True,0.18132548551289102,0.0,1.0448144579999976,0.5,0.25,0.5161290322580645,0.23880597014925373,0.25806451612903225,data/local/citizen100_v17/raw/train/DAY/2127361825953915-DAY.mp4,train/DAY/2127361825953915-DAY.v17.npz,train,train_low
True,0.27526004173669144,0.25,0.5693454170000081,0.875,0.5520833333333334,0.9,0.48,0.0,DAY,True,0.3463271704823227,0.375,1.6532424580000011,0.9375,0.65625,0.8727272727272727,0.64,0.6545454545454545,True,0.224378147832377,0.1875,1.6088639590000042,0.875,0.53125,0.8974358974358975,0.4666666666666667,0.5512820512820513,data/local/citizen100_v17/raw/train/DAY/45882506624568764-DAY.mp4,train/DAY/45882506624568764-DAY.v17.npz,train,train_median
True,0.3081409774590488,0.4375,0.44538020800000133,0.875,0.6049107142857143,0.868421052631579,0.5,0.0,DAY,True,0.24893435526095875,0.25,1.2876783330000023,0.875,0.5625,0.8857142857142857,0.4696969696969697,0.5714285714285714,True,0.24556392827551365,0.28125,1.2110061250000044,0.875,0.578125,0.8857142857142857,0.4696969696969697,0.5857142857142857,data/local/citizen100_v17/raw/val/DAY/5574672951229453-DAY.mp4,val/DAY/5574672951229453-DAY.v17.npz,val,val_low
True,0.22361413008982117,0.46875,0.6667985420000093,0.5,0.4650297619047619,0.5,0.375,0.0,DIFFERENT,True,0.26764233622180994,0.40625,2.3354948329999985,0.5625,0.484375,0.5714285714285714,0.4583333333333333,0.5,True,0.20691198212975576,0.5,1.9896088750000018,0.59375,0.546875,0.5846153846153846,0.3958333333333333,0.5384615384615384,data/local/citizen100_v17/raw/train/DIFFERENT/5558132949950849-DIFFERENT.mp4,train/DIFFERENT/5558132949950849-DIFFERENT.v17.npz,train,train_low
True,0.2481860930034861,0.5625,0.3384354579999922,0.875,0.6711309523809523,0.84,0.45652173913043476,0.0,DIFFERENT,True,0.18698276564172028,0.53125,0.7565832909999983,0.8125,0.671875,0.8260869565217391,0.41304347826086957,0.6739130434782609,True,0.15675601937670378,0.5625,0.7486631249999931,0.8125,0.6875,0.8181818181818182,0.391304347826087,0.6818181818181818,data/local/citizen100_v17/raw/train/DIFFERENT/40476184301049223-DIFFERENT.mp4,train/DIFFERENT/40476184301049223-DIFFERENT.v17.npz,train,train_median
True,0.2098605022151661,0.625,0.6744487919999997,0.875,0.7425595238095238,0.9069767441860465,0.40625,0.0,DIFFERENT,True,0.18309126103673645,0.65625,1.5967155410000018,0.875,0.765625,0.9047619047619048,0.3958333333333333,0.7857142857142857,True,0.167550130439902,0.625,1.5733611249999981,0.875,0.75,0.9047619047619048,0.3958333333333333,0.7738095238095238,data/local/citizen100_v17/raw/val/DIFFERENT/29362372732601183-DIFFERENT.mp4,val/DIFFERENT/29362372732601183-DIFFERENT.v17.npz,val,val_low
True,0.1749589920110837,0.5,0.7484411669999957,0.6875,0.5498511904761905,0.6470588235294118,0.4583333333333333,0.0,DOCTOR,True,0.2308430734074941,0.5,2.1039779579999944,0.59375,0.546875,0.5857142857142857,0.4270833333333333,0.5357142857142857,True,0.1378063634063769,0.78125,2.0042285829999997,0.875,0.828125,0.9069767441860465,0.40625,0.8488372093023255,data/local/citizen100_v17/raw/train/DOCTOR/048346276036581814-DOCTOR.mp4,train/DOCTOR/048346276036581814-DOCTOR.v17.npz,train,train_low
True,0.20409859278884146,0.75,0.49279591700000935,0.875,0.7090773809523809,0.8809523809523809,0.6166666666666667,0.0,DOCTOR,True,0.17943543476301252,0.59375,1.4773198330000028,0.84375,0.71875,0.8809523809523809,0.6166666666666667,0.7261904761904762,True,0.14088874865260542,0.375,1.1505049580000062,0.875,0.625,0.9,0.6,0.6375,data/local/citizen100_v17/raw/train/DOCTOR/4458794912357702-DOCTOR.mp4,train/DOCTOR/4458794912357702-DOCTOR.v17.npz,train,train_median
True,0.1521151228416274,0.71875,0.7218282500000015,0.875,0.7492559523809523,0.8947368421052632,0.3541666666666667,0.0,DOCTOR,True,0.15199860848513583,0.6875,1.543552292000001,0.875,0.78125,0.8888888888888888,0.3333333333333333,0.7777777777777778,True,0.1250945755626819,0.65625,1.4565881249999961,0.875,0.765625,0.8888888888888888,0.3333333333333333,0.7638888888888888,data/local/citizen100_v17/raw/val/DOCTOR/06221413057811631-DOCTOR.mp4,val/DOCTOR/06221413057811631-DOCTOR.v17.npz,val,val_low
True,0.2506841888109092,0.0,0.5011094590000056,0.8125,0.4017857142857143,0.7647058823529411,0.13541666666666666,0.0,DRINK,True,0.1939267291576946,0.0,1.3711268330000053,0.75,0.375,0.7142857142857143,0.10416666666666667,0.35714285714285715,True,0.1559913258652882,0.0,1.2938473339999987,0.75,0.375,0.6923076923076923,0.09375,0.34615384615384615,data/local/citizen100_v17/raw/train/DRINK/9694895312894787-DRINK.mp4,train/DRINK/9694895312894787-DRINK.v17.npz,train,train_low
True,0.22402775973061448,0.0,0.33736166699999615,0.875,0.421875,0.8666666666666667,0.5416666666666666,0.0,DRINK,True,0.20505685948927743,0.0,1.0136291250000014,0.875,0.4375,0.7307692307692307,0.3958333333333333,0.4230769230769231,True,0.26173794513140897,0.03125,0.8092708329999994,0.875,0.453125,0.7692307692307693,0.4166666666666667,0.4423076923076923,data/local/citizen100_v17/raw/train/DRINK/5600935739224888-DRINK.mp4,train/DRINK/5600935739224888-DRINK.v17.npz,train,train_median
True,0.30005536507103864,0.0,0.3175580420000017,0.875,0.4114583333333333,0.8461538461538461,0.43137254901960786,0.0,DRINK,True,0.14485343120427913,0.0,1.2171432909999993,0.8125,0.40625,0.8260869565217391,0.37254901960784315,0.41304347826086957,True,0.12781921583734254,0.03125,0.8796465839999996,0.8125,0.421875,0.8181818181818182,0.35294117647058826,0.4318181818181818,data/local/citizen100_v17/raw/val/DRINK/37918472044314444-DRINK.mp4,val/DRINK/37918472044314444-DRINK.v17.npz,val,val_low
True,0.19632779847663057,0.65625,0.5078396669999989,0.78125,0.6398809523809523,0.775,0.5081967213114754,0.0,EASY,True,0.1464630122565202,0.5625,1.2463874159999975,0.875,0.71875,0.8620689655172413,0.4098360655737705,0.7068965517241379,True,0.149346182882599,0.8125,1.017118625000002,0.875,0.84375,0.8620689655172413,0.4098360655737705,0.8275862068965517,data/local/citizen100_v17/raw/train/EASY/06055374831145932-EASY.mp4,train/EASY/06055374831145932-EASY.v17.npz,train,train_low
True,0.2345202208003678,0.875,0.5983442080000003,0.875,0.8623511904761905,0.9,0.375,0.0,EASY,True,0.2209570742369533,0.6875,2.6451426249999983,0.75,0.71875,0.7659574468085106,0.375,0.7446808510638298,True,0.06607317096004862,0.8125,1.6172202500000026,0.875,0.84375,0.8947368421052632,0.3541666666666667,0.868421052631579,data/local/citizen100_v17/raw/train/EASY/8364470069705872-seedEASY.mp4,train/EASY/8364470069705872-seedEASY.v17.npz,train,train_median
True,0.19268813179427882,0.78125,0.7152804580000023,0.875,0.7864583333333334,0.9069767441860465,0.40625,0.0,EASY,True,0.2235940534037636,0.75,1.998533749999993,0.875,0.8125,0.8837209302325582,0.3958333333333333,0.8372093023255814,True,0.1301868688733495,0.6875,1.536067167000006,0.875,0.78125,0.9,0.375,0.8,data/local/citizen100_v17/raw/val/EASY/38489622716415495-EASY.mp4,val/EASY/38489622716415495-EASY.v17.npz,val,val_low
True,0.2769655548428954,0.0,0.5519609579999951,0.8125,0.39360119047619047,0.8333333333333334,0.20833333333333334,0.0,EAT,True,0.2836095551551683,0.0,1.8304036250000024,0.5,0.25,0.44,0.22916666666666666,0.22,True,0.11639238483606214,0.0,1.3662997079999997,0.8125,0.40625,0.8181818181818182,0.1875,0.4090909090909091,data/local/citizen100_v17/raw/train/EAT/36220708618174635-seedEAT.mp4,train/EAT/36220708618174635-seedEAT.v17.npz,train,train_low
True,0.1690853830081858,0.0,0.5953035419999821,0.875,0.42857142857142855,0.8974358974358975,0.3645833333333333,0.0,EAT,True,0.19801852486947097,0.0,1.6298738750000012,0.875,0.4375,0.85,0.3541666666666667,0.45,True,0.17843770167052583,0.0,1.544198833000003,0.875,0.4375,0.875,0.3645833333333333,0.45,data/local/citizen100_v17/raw/train/EAT/43234510854275543-EAT.mp4,train/EAT/43234510854275543-EAT.v17.npz,train,train_median
True,0.23179416442721815,0.0,0.5652082079999978,0.5,0.23288690476190477,0.4444444444444444,0.25,0.0,EAT,True,0.19826649455560957,0.0,2.567315832999995,0.375,0.1875,0.3673469387755102,0.1875,0.1836734693877551,True,0.039518544125350503,0.0,1.9583492500000048,0.8125,0.40625,0.8095238095238095,0.17708333333333334,0.40476190476190477,data/local/citizen100_v17/raw/val/EAT/009883456113471967-EAT.mp4,val/EAT/009883456113471967-EAT.v17.npz,val,val_low
True,0.21858749255332838,0.71875,0.3700171669999861,0.78125,0.7023809523809523,0.7741935483870968,0.4897959183673469,0.0,EXCITED,True,0.2089763067726385,0.71875,0.8469234580000062,0.875,0.796875,0.84,0.42857142857142855,0.78,True,0.19047797494892796,0.71875,0.8014752910000027,0.875,0.796875,0.84,0.42857142857142855,0.78,data/local/citizen100_v17/raw/train/EXCITED/3778978686595724-EXCITED.mp4,train/EXCITED/3778978686595724-EXCITED.v17.npz,train,train_low
True,0.25236537068276166,0.78125,0.4221700839999869,0.875,0.7953869047619048,0.8918918918918919,0.6470588235294118,0.0,EXCITED,True,0.24804067490378767,0.6875,1.1734007919999954,0.875,0.78125,0.8888888888888888,0.6274509803921569,0.7916666666666666,True,0.16399098273730994,0.625,0.9691280420000083,0.875,0.75,0.8787878787878788,0.5686274509803921,0.7575757575757576,data/local/citizen100_v17/raw/train/EXCITED/4967206015225847-EXCITED.mp4,train/EXCITED/4967206015225847-EXCITED.v17.npz,train,train_median
True,0.184066472958368,0.78125,0.5550388329999976,0.875,0.8013392857142857,0.9069767441860465,0.5909090909090909,0.0,EXCITED,True,0.1603929948697815,0.71875,1.1858154170000006,0.84375,0.78125,0.8837209302325582,0.5757575757575758,0.8023255813953488,True,0.15310493543024295,0.71875,1.1639362080000097,0.875,0.796875,0.8837209302325582,0.5757575757575758,0.813953488372093,data/local/citizen100_v17/raw/val/EXCITED/02778780757941446-EXCITED.mp4,val/EXCITED/02778780757941446-EXCITED.v17.npz,val,val_low
True,0.22232352334819527,0.5625,0.5230944589999922,0.71875,0.5796130952380952,0.6851851851851852,0.5362318840579711,0.0,FAMILY,True,0.15775726832922232,0.875,1.180007500000002,0.875,0.875,0.8787878787878788,0.42028985507246375,0.8787878787878788,True,0.15620876721444055,0.875,1.1165532079999991,0.875,0.875,0.8787878787878788,0.42028985507246375,0.8787878787878788,data/local/citizen100_v17/raw/train/FAMILY/05708826093734798-FAMILY.mp4,train/FAMILY/05708826093734798-FAMILY.v17.npz,train,train_low
True,0.2863443055332451,0.75,0.35795475000000465,0.875,0.7790178571428571,0.8461538461538461,0.4489795918367347,0.0,FAMILY,True,0.27256564895409524,0.75,0.9057799590000002,0.875,0.8125,0.84,0.42857142857142855,0.78,True,0.2227506071408923,0.75,0.8355722080000021,0.8125,0.78125,0.8333333333333334,0.40816326530612246,0.7916666666666666,data/local/citizen100_v17/raw/train/FAMILY/45437698823796135-FAMILY.mp4,train/FAMILY/45437698823796135-FAMILY.v17.npz,train,train_median
True,0.2731518117904114,0.8125,0.5473284169999992,0.875,0.8273809523809523,0.8888888888888888,0.6349206349206349,0.0,FAMILY,True,0.18147635849999846,0.75,1.1053990000000056,0.875,0.8125,0.9047619047619048,0.6031746031746031,0.8333333333333334,True,0.1798328256158992,0.78125,1.088252416000003,0.875,0.828125,0.9024390243902439,0.5873015873015873,0.8414634146341463,data/local/citizen100_v17/raw/val/FAMILY/16004917375203398-FAMILY.mp4,val/FAMILY/16004917375203398-FAMILY.v17.npz,val,val_low
True,0.3251947737318717,0.0,0.44696416599998656,0.8125,0.40625,0.8409090909090909,0.5285714285714286,0.0,FATHER,True,0.24589360547352698,0.03125,1.226870500000004,0.875,0.453125,0.8974358974358975,0.5,0.46153846153846156,True,0.24589360547352698,0.03125,1.2241072909999957,0.875,0.453125,0.8974358974358975,0.5,0.46153846153846156,data/local/citizen100_v17/raw/train/FATHER/19495528192299982-FATHER.mp4,train/FATHER/19495528192299982-FATHER.v17.npz,train,train_low
True,0.42652171560936986,0.0,0.4224205829999903,0.875,0.3943452380952381,0.8285714285714286,0.43283582089552236,0.0,FATHER,True,0.13657074713471942,0.0,1.141714874999991,0.875,0.4375,0.8571428571428571,0.3582089552238806,0.42857142857142855,True,0.14387284548548324,0.03125,1.0849781670000027,0.875,0.453125,0.8571428571428571,0.3582089552238806,0.44642857142857145,data/local/citizen100_v17/raw/train/FATHER/5683249939832291-FATHER.mp4,train/FATHER/5683249939832291-FATHER.v17.npz,train,train_median
True,0.19784372005480683,0.0,0.6394675419999984,0.875,0.4337797619047619,0.9,0.375,0.0,FATHER,True,0.12816429747310382,0.0,1.6578007499999927,0.8125,0.40625,0.85,0.3541666666666667,0.425,True,0.17617317003307129,0.0625,1.5940459579999953,0.875,0.46875,0.825,0.34375,0.475,data/local/citizen100_v17/raw/val/FATHER/7154896998335438-FATHER.mp4,val/FATHER/7154896998335438-FATHER.v17.npz,val,val_low
True,0.13338446139535223,0.0,0.27842679199997633,0.8125,0.39880952380952384,0.8095238095238095,0.3953488372093023,0.0,FEEL,True,0.24570444635144348,0.0,0.8921501250000006,0.8125,0.40625,0.75,0.4186046511627907,0.4166666666666667,True,0.07597839428324883,0.0,0.7141396250000014,0.8125,0.40625,0.8,0.37209302325581395,0.4,data/local/citizen100_v17/raw/train/FEEL/09488702358853462-FEEL.mp4,train/FEEL/09488702358853462-FEEL.v17.npz,train,train_low
True,0.1270944750381177,0.0,0.4755979580000087,0.875,0.42336309523809523,0.8787878787878788,0.38666666666666666,0.0,FEEL,True,0.10575766220652381,0.0,1.3914108750000054,0.875,0.4375,0.8787878787878788,0.38666666666666666,0.4393939393939394,True,0.10610009888419229,0.03125,1.2283088329999998,0.875,0.453125,0.8787878787878788,0.38666666666666666,0.45454545454545453,data/local/citizen100_v17/raw/train/FEEL/5451782627570656-FEEL.mp4,train/FEEL/5451782627570656-FEEL.v17.npz,train,train_median
