feature_path,split,label,hand_active_output_frames,left_active_output_frames,right_active_output_frames,both_hands_active_output_frames,left_joint_completeness_when_active,right_joint_completeness_when_active,observed_point_confidence_mean,observed_point_confidence_min,detected_hand_source_frames_after_trim,detected_hand_source_frames_before_trim
train/ANGRY/8760933146179861-ANGRY.v17.npz,train,ANGRY,0.9375,0.84375,0.9375,0.84375,1.0,1.0,0.8197714686393738,0.0791015625,0.9074074074074074,0.5104166666666666
train/ANGRY/9181226657270911-ANGRY.v17.npz,train,ANGRY,0.8125,0.78125,0.75,0.71875,1.0,1.0,0.824844241142273,0.095703125,0.8260869565217391,0.37254901960784315
train/ANSWER/005579742365455331-ANSWER.v17.npz,train,ANSWER,0.90625,0.59375,0.78125,0.46875,1.0,1.0,0.7954809069633484,0.0999755859375,0.9074074074074074,0.532608695652174
train/ANSWER/013172617492703598-ANSWER.v17.npz,train,ANSWER,0.875,0.875,0.8125,0.8125,1.0,1.0,0.8014249205589294,0.0836181640625,0.8947368421052632,0.5964912280701754
train/ANSWER/04815473598941056-ANSWER.v17.npz,train,ANSWER,0.8125,0.71875,0.59375,0.5,1.0,1.0,0.7932053208351135,0.076171875,0.8181818181818182,0.4
train/ANSWER/05952151597804578-ANSWER.v17.npz,train,ANSWER,0.875,0.78125,0.84375,0.75,1.0,1.0,0.8402466177940369,0.0877685546875,0.8571428571428571,0.42857142857142855
train/ANSWER/08105598822367299-ANSWER.v17.npz,train,ANSWER,0.875,0.875,0.65625,0.65625,1.0,1.0,0.829855740070343,0.0831298828125,0.9148936170212766,0.4725274725274725
train/ANSWER/1313083161632871-ANSWER.v17.npz,train,ANSWER,0.875,0.71875,0.875,0.71875,1.0,1.0,0.8292142152786255,0.102783203125,0.84,0.42857142857142855
train/ANSWER/19241432942777004-ANSWER.v17.npz,train,ANSWER,0.875,0.59375,0.875,0.59375,1.0,1.0,0.8374481201171875,0.210693359375,0.8666666666666667,0.4642857142857143
train/ANSWER/25219438634060487-ANSWER.v17.npz,train,ANSWER,0.8125,0.8125,0.625,0.625,1.0,1.0,0.789142370223999,0.1060791015625,0.7647058823529411,0.18571428571428572
train/ANSWER/3854742008436718-ANSWER.v17.npz,train,ANSWER,0.875,0.46875,0.875,0.46875,1.0,1.0,0.8457133173942566,0.5,0.8717948717948718,0.3953488372093023
train/ANSWER/45912047707286807-ANSWER.v17.npz,train,ANSWER,0.875,0.84375,0.75,0.71875,1.0,1.0,0.8200531005859375,0.09130859375,0.8064516129032258,0.4166666666666667
train/ANSWER/7197750542965466-ANSWER.v17.npz,train,ANSWER,0.875,0.875,0.875,0.875,1.0,1.0,0.8676396608352661,0.077392578125,0.8823529411764706,0.3125
train/ANSWER/7858853502569851-ANSWER.v17.npz,train,ANSWER,0.875,0.34375,0.84375,0.3125,1.0,1.0,0.7967222332954407,0.0775146484375,0.8421052631578947,0.49230769230769234
train/ANSWER/8669225425641554-seedANSWER.v17.npz,train,ANSWER,0.375,0.3125,0.34375,0.28125,1.0,1.0,0.7080239057540894,0.08447265625,0.3617021276595745,0.3541666666666667
train/ANSWER/9097292443262588-ANSWER.v17.npz,train,ANSWER,0.875,0.71875,0.875,0.71875,1.0,1.0,0.8251245617866516,0.1036376953125,0.8666666666666667,0.4727272727272727
train/ANSWER/9541483765592456-ANSWER.v17.npz,train,ANSWER,0.875,0.875,0.875,0.875,1.0,1.0,0.8273723125457764,0.0970458984375,0.9,0.48
train/ANSWER/9701285835763032-ANSWER.v17.npz,train,ANSWER,0.8125,0.5625,0.75,0.5,1.0,1.0,0.7116740942001343,0.0841064453125,0.7647058823529411,0.25
train/ASK/07578464379765082-ASK.v17.npz,train,ASK,0.875,0.875,0.0,0.0,1.0,0.0,0.7854713201522827,0.095703125,0.8787878787878788,0.3020833333333333
train/ASK/2295384916053822-ASK.v17.npz,train,ASK,0.8125,0.0,0.8125,0.0,0.0,1.0,0.8411476016044617,0.083740234375,0.8181818181818182,0.46153846153846156
train/ASK/2629108059091052-ASK.v17.npz,train,ASK,0.875,0.875,0.0,0.0,1.0,0.0,0.746131420135498,0.0802001953125,0.8461538461538461,0.41509433962264153
train/ASK/4350117815065837-ASK.v17.npz,train,ASK,0.875,0.03125,0.875,0.03125,1.0,1.0,0.753383219242096,0.0943603515625,0.8918918918918919,0.44594594594594594
train/ASK/5662653500807588-ASK.v17.npz,train,ASK,0.875,0.1875,0.875,0.1875,1.0,1.0,0.7834150791168213,0.10498046875,0.8666666666666667,0.38235294117647056
train/ASK/656039289068084-ASK.v17.npz,train,ASK,0.8125,0.0,0.8125,0.0,0.0,1.0,0.725895881652832,0.125,0.7777777777777778,0.3181818181818182
train/ASK/6706457733210773-ASK.v17.npz,train,ASK,0.875,0.875,0.0,0.0,1.0,0.0,0.7843480110168457,0.076416015625,0.9111111111111111,0.5324675324675324
train/ASK/6763157955886321-ASK.v17.npz,train,ASK,0.8125,0.0625,0.8125,0.0625,1.0,1.0,0.7405281662940979,0.090087890625,0.8095238095238095,0.3695652173913043
train/ASK/7072821167111014-ASK.v17.npz,train,ASK,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7881916165351868,0.0877685546875,0.8333333333333334,0.36363636363636365
train/ASK/7414475346730574-ASK.v17.npz,train,ASK,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7769646048545837,0.2139892578125,0.8260869565217391,0.3584905660377358
train/ASK/8888684132386102-ASK.v17.npz,train,ASK,0.75,0.0,0.75,0.0,0.0,1.0,0.7877085208892822,0.5,0.6428571428571429,0.09375
train/ASK/9468049272199688-ASK.v17.npz,train,ASK,0.5625,0.0,0.5625,0.0,0.0,1.0,0.6946343779563904,0.116455078125,0.5423728813559322,0.3333333333333333
train/ASK/9643840474305965-seedASK.v17.npz,train,ASK,0.34375,0.03125,0.3125,0.0,1.0,1.0,0.6409196257591248,0.0869140625,0.3235294117647059,0.22916666666666666
train/ASK/9984673314288812-ASK.v17.npz,train,ASK,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7451221346855164,0.081298828125,0.8,0.2909090909090909
train/BAD/026903804811550636-BAD.v17.npz,train,BAD,0.875,0.0,0.875,0.0,0.0,1.0,0.7589301466941833,0.075439453125,0.8444444444444444,0.42696629213483145
train/BAD/06213765949527894-BAD.v17.npz,train,BAD,0.875,0.09375,0.875,0.09375,1.0,1.0,0.703690230846405,0.27490234375,0.8620689655172413,0.49019607843137253
train/BAD/16659435197682293-BAD.v17.npz,train,BAD,0.875,0.03125,0.875,0.03125,1.0,1.0,0.7857127785682678,0.160400390625,0.84375,0.4576271186440678
train/BAD/2507302256262631-BAD.v17.npz,train,BAD,0.8125,0.15625,0.8125,0.15625,1.0,1.0,0.7364572286605835,0.075927734375,0.8181818181818182,0.391304347826087
train/BAD/26378912740269156-BAD.v17.npz,train,BAD,0.75,0.09375,0.75,0.09375,1.0,1.0,0.7439015507698059,0.0989990234375,0.6923076923076923,0.23684210526315788
train/BAD/27067652476321635-BAD.v17.npz,train,BAD,0.53125,0.0,0.53125,0.0,0.0,1.0,0.6998461484909058,0.08782958984375,0.52,0.19696969696969696
train/BAD/41399470555461226-BAD.v17.npz,train,BAD,0.875,0.28125,0.75,0.15625,1.0,1.0,0.6191739439964294,0.075439453125,0.84,0.42857142857142855
train/BAD/5312089456577771-BAD.v17.npz,train,BAD,0.8125,0.0625,0.8125,0.0625,1.0,1.0,0.7979710698127747,0.5,0.7058823529411765,0.35294117647058826
train/BAD/5971513744254144-BAD.v17.npz,train,BAD,0.875,0.0,0.875,0.0,0.0,1.0,0.8188960552215576,0.1395263671875,0.8620689655172413,0.3472222222222222
train/BAD/6558607659620332-BAD.v17.npz,train,BAD,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7727498412132263,0.0841064453125,0.7916666666666666,0.19791666666666666
train/BAD/7715727494452564-seedBAD.v17.npz,train,BAD,0.8125,0.03125,0.8125,0.03125,1.0,1.0,0.7353543043136597,0.0904541015625,0.7916666666666666,0.19791666666666666
train/BAD/8500068040222597-BAD.v17.npz,train,BAD,0.875,0.875,0.0,0.0,1.0,0.0,0.7675227522850037,0.076904296875,0.9047619047619048,0.48717948717948717
train/BIG/0010547472856581308-BIG.v17.npz,train,BIG,0.875,0.875,0.875,0.875,1.0,1.0,0.8360961079597473,0.099609375,0.9024390243902439,0.4567901234567901
train/BIG/02604937104585603-BIG.v17.npz,train,BIG,0.46875,0.34375,0.4375,0.3125,1.0,1.0,0.7114760875701904,0.089111328125,0.4857142857142857,0.3953488372093023
train/BIG/03884623593153802-BIG.v17.npz,train,BIG,0.8125,0.65625,0.8125,0.65625,1.0,1.0,0.8847337365150452,0.5,0.8333333333333334,0.4
train/BIG/08906569344299342-seedBIG.v17.npz,train,BIG,0.8125,0.8125,0.75,0.75,1.0,1.0,0.7928252220153809,0.080322265625,0.8,0.16666666666666666
train/BIG/11499358307656138-BIG.v17.npz,train,BIG,0.875,0.8125,0.84375,0.78125,1.0,1.0,0.837344765663147,0.0916748046875,0.8918918918918919,0.34375
train/BIG/30572430340937906-BIG.v17.npz,train,BIG,0.875,0.5,0.875,0.5,1.0,1.0,0.757519006729126,0.0772705078125,0.8,0.39215686274509803
train/BIG/3622847632586421-BIG.v17.npz,train,BIG,0.5,0.34375,0.5,0.34375,1.0,1.0,0.7496637105941772,0.1217041015625,0.42,0.23076923076923078
train/BIG/3717896319825944-BIG.v17.npz,train,BIG,0.875,0.65625,0.875,0.65625,1.0,1.0,0.8221876621246338,0.0791015625,0.9111111111111111,0.5324675324675324
train/BIG/46877398582210783-BIG.v17.npz,train,BIG,0.8125,0.78125,0.8125,0.78125,1.0,1.0,0.8813273906707764,0.134765625,0.8260869565217391,0.38
train/BIG/4804674718153057-BIG.v17.npz,train,BIG,0.875,0.71875,0.84375,0.6875,1.0,1.0,0.7943061590194702,0.1427001953125,0.8518518518518519,0.35384615384615387
train/BIG/5984958993020424-BIG.v17.npz,train,BIG,0.875,0.6875,0.875,0.6875,1.0,1.0,0.8789859414100647,0.3173828125,0.8571428571428571,0.5217391304347826
train/BIG/62983148818386-BIG.v17.npz,train,BIG,0.875,0.875,0.84375,0.84375,1.0,1.0,0.8860830664634705,0.09954833984375,0.8571428571428571,0.46153846153846156
train/BIG/7266634930515181-BIG.v17.npz,train,BIG,0.875,0.84375,0.875,0.84375,1.0,1.0,0.871257483959198,0.414794921875,0.8666666666666667,0.5098039215686274
train/BIG/7436952444697802-BIG.v17.npz,train,BIG,0.8125,0.71875,0.78125,0.6875,1.0,1.0,0.8528536558151245,0.0946044921875,0.8235294117647058,0.4117647058823529
train/BIG/9354080358924928-BIG.v17.npz,train,BIG,0.8125,0.78125,0.71875,0.6875,1.0,1.0,0.74558025598526,0.0897216796875,0.8095238095238095,0.3695652173913043
train/CHILD/051129576627691575-CHILD.v17.npz,train,CHILD,0.8125,0.0,0.8125,0.0,0.0,1.0,0.704814612865448,0.09521484375,0.7222222222222222,0.13541666666666666
train/CHILD/06754700554069304-CHILD.v17.npz,train,CHILD,0.875,0.0,0.875,0.0,0.0,1.0,0.8143300414085388,0.10284423828125,0.8974358974358975,0.4069767441860465
train/CHILD/255672019328512-CHILD.v17.npz,train,CHILD,0.875,0.0,0.875,0.0,0.0,1.0,0.7705917358398438,0.402587890625,0.8666666666666667,0.52
train/CHILD/2976678151413328-CHILD.v17.npz,train,CHILD,0.5,0.0,0.5,0.0,0.0,1.0,0.6622127890586853,0.0850830078125,0.46774193548387094,0.3020833333333333
train/CHILD/3386580429363426-CHILD.v17.npz,train,CHILD,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7448927760124207,0.1524658203125,0.8,0.3333333333333333
train/CHILD/3790665114648748-CHILD.v17.npz,train,CHILD,0.875,0.0625,0.84375,0.03125,1.0,1.0,0.744486927986145,0.1168212890625,0.868421052631579,0.39759036144578314
train/CHILD/4858472789695838-CHILD.v17.npz,train,CHILD,0.875,0.0,0.875,0.0,0.0,1.0,0.8013821840286255,0.1102294921875,0.9024390243902439,0.5211267605633803
train/CHILD/6234298185670768-CHILD.v17.npz,train,CHILD,0.875,0.875,0.03125,0.03125,1.0,1.0,0.7923006415367126,0.086669921875,0.8518518518518519,0.36507936507936506
train/CHILD/6481545727928246-CHILD.v17.npz,train,CHILD,0.875,0.1875,0.875,0.1875,1.0,1.0,0.6434406638145447,0.10003662109375,0.8947368421052632,0.4788732394366197
train/CHILD/6537920676433713-CHILD.v17.npz,train,CHILD,0.9375,0.03125,0.90625,0.0,1.0,1.0,0.7224445939064026,0.14599609375,0.9285714285714286,0.5591397849462365
train/CHILD/7135716445345803-seedCHILD.v17.npz,train,CHILD,0.875,0.03125,0.84375,0.0,1.0,1.0,0.7424789071083069,0.1011962890625,0.8947368421052632,0.3541666666666667
train/CHILD/7310198714610268-CHILD.v17.npz,train,CHILD,0.9375,0.9375,0.25,0.25,1.0,1.0,0.6560726165771484,0.134033203125,0.9298245614035088,0.6091954022988506
train/CHILD/7594303316212625-CHILD.v17.npz,train,CHILD,0.8125,0.0,0.8125,0.0,0.0,1.0,0.7220341563224792,0.1380615234375,0.7777777777777778,0.2978723404255319
train/CHILD/8652391037919274-CHILD.v17.npz,train,CHILD,0.875,0.0,0.875,0.0,0.0,1.0,0.7597195506095886,0.0792236328125,0.8888888888888888,0.42105263157894735
train/CHILD/8750457609054456-CHILD.v17.npz,train,CHILD,0.875,0.0,0.875,0.0,0.0,1.0,0.7832679152488708,0.0816650390625,0.8947368421052632,0.4927536231884058
train/CHILD/9135734547445884-CHILD.v17.npz,train,CHILD,0.875,0.875,0.0,0.0,1.0,0.0,0.7950341105461121,0.0892333984375,0.8918918918918919,0.34375
train/COLD/11466999035726255-COLD.v17.npz,train,COLD,0.875,0.8125,0.875,0.8125,1.0,1.0,0.8385211825370789,0.17236328125,0.8787878787878788,0.43283582089552236
train/COLD/17656377523560773-COLD.v17.npz,train,COLD,0.875,0.8125,0.84375,0.78125,1.0,1.0,0.8339318037033081,0.0875244140625,0.875,0.4745762711864407
train/COLD/27259190630226193-COLD.v17.npz,train,COLD,0.875,0.625,0.875,0.625,1.0,1.0,0.8553167581558228,0.170166015625,0.8787878787878788,0.58
train/COLD/39992598966476045-COLD.v17.npz,train,COLD,0.875,0.8125,0.875,0.8125,1.0,1.0,0.8827484846115112,0.5,0.8620689655172413,0.5
train/COLD/40997457816037786-COLD.v17.npz,train,COLD,0.875,0.71875,0.78125,0.625,1.0,1.0,0.7682031989097595,0.0794677734375,0.8148148148148148,0.39285714285714285
train/COLD/5391135538624647-COLD.v17.npz,train,COLD,0.875,0.6875,0.875,0.6875,1.0,1.0,0.8101727962493896,0.085693359375,0.8918918918918919,0.4647887323943662
train/COLD/5765213045805393-COLD.v17.npz,train,COLD,0.78125,0.75,0.375,0.34375,1.0,1.0,0.7211241126060486,0.075439453125,0.8085106382978723,0.7916666666666666
train/COLD/6077539816507953-COLD.v17.npz,train,COLD,0.9375,0.875,0.875,0.8125,1.0,1.0,0.7762036323547363,0.0848388671875,0.9344262295081968,0.6404494382022472
train/COLD/6113894949381462-seedCOLD.v17.npz,train,COLD,0.8125,0.6875,0.8125,0.6875,1.0,1.0,0.8251785039901733,0.13037109375,0.7916666666666666,0.19791666666666666
train/COLD/6256497117761755-COLD.v17.npz,train,COLD,0.8125,0.8125,0.75,0.75,1.0,1.0,0.7789652943611145,0.0784912109375,0.8333333333333334,0.36363636363636365
train/COLD/6864880477398156-COLD.v17.npz,train,COLD,0.875,0.8125,0.875,0.8125,1.0,1.0,0.8907480835914612,0.5,0.8888888888888888,0.3333333333333333
train/COLD/8543628437567765-COLD.v17.npz,train,COLD,0.625,0.59375,0.46875,0.4375,1.0,1.0,0.7914377450942993,0.077880859375,0.5675675675675675,0.4375
train/COLD/8701465924878977-COLD.v17.npz,train,COLD,0.875,0.875,0.84375,0.84375,1.0,1.0,0.8460192084312439,0.075927734375,0.9111111111111111,0.43157894736842106
train/COLD/9157460455592226-COLD.v17.npz,train,COLD,0.75,0.75,0.625,0.625,1.0,1.0,0.8708676099777222,0.10455322265625,0.75,0.21818181818181817
train/COLD/9912276588256546-COLD.v17.npz,train,COLD,0.875,0.84375,0.875,0.84375,1.0,1.0,0.8195120692253113,0.116455078125,0.8780487804878049,0.375
train/COME/010997145882042814-seedCOME.v17.npz,train,COME,0.8125,0.15625,0.75,0.09375,1.0,1.0,0.708751916885376,0.094482421875,0.8260869565217391,0.3958333333333333
train/COME/0165763043403353-COME.v17.npz,train,COME,0.8125,0.03125,0.78125,0.0,1.0,1.0,0.7494478821754456,0.29150390625,0.7391304347826086,0.32075471698113206
train/COME/055732368427704904-COME.v17.npz,train,COME,0.5625,0.46875,0.15625,0.0625,1.0,1.0,0.632910430431366,0.08203125,0.4431818181818182,0.40625
train/COME/27472288337812434-COME.v17.npz,train,COME,0.8125,0.03125,0.78125,0.0,1.0,1.0,0.853759765625,0.5,0.8095238095238095,0.2786885245901639
train/COME/3537345851274545-COME.v17.npz,train,COME,0.875,0.0625,0.875,0.0625,1.0,1.0,0.8086516857147217,0.1202392578125,0.8571428571428571,0.42857142857142855
train/COME/39081440676355306-COME.v17.npz,train,COME,0.875,0.03125,0.875,0.03125,1.0,1.0,0.7631233334541321,0.08251953125,0.8076923076923077,0.40384615384615385
train/COME/3921320702075002-COME.v17.npz,train,COME,0.71875,0.03125,0.6875,0.0,1.0,1.0,0.8007450103759766,0.431396484375,0.75,0.2535211267605634
train/COME/42561609545136014-COME.v17.npz,train,COME,0.75,0.0,0.75,0.0,0.0,1.0,0.7637620568275452,0.16748046875,0.7142857142857143,0.25
train/COME/45473820037956725-COME.v17.npz,train,COME,0.78125,0.59375,0.34375,0.15625,1.0,1.0,0.6920121908187866,0.0927734375,0.7384615384615385,0.5783132530120482
train/COME/5245211280359048-COME.v17.npz,train,COME,0.75,0.0,0.75,0.0,0.0,1.0,0.9228435754776001,0.5107421875,0.6923076923076923,0.15
train/COME/5774324878258876-COME.v17.npz,train,COME,0.8125,0.8125,0.0,0.0,1.0,0.0,0.790930449962616,0.1513671875,0.8,0.3076923076923077
train/COME/7764581525163443-COME.v17.npz,train,COME,0.8125,0.0625,0.8125,0.0625,1.0,1.0,0.7105387449264526,0.086181640625,0.6111111111111112,0.275
train/COME/826349513489413-COME.v17.npz,train,COME,0.75,0.09375,0.75,0.09375,1.0,1.0,0.6790791153907776,0.0963134765625,0.6153846153846154,0.13793103448275862
train/COME/8761272343943907-COME.v17.npz,train,COME,0.875,0.875,0.0625,0.0625,1.0,1.0,0.7473110556602478,0.0992431640625,0.8823529411764706,0.33707865168539325
train/COME/9733473831041732-COME.v17.npz,train,COME,0.71875,0.6875,0.03125,0.0,1.0,1.0,0.748706579208374,0.1456298828125,0.6842105263157895,0.3880597014925373
train/DAY/1526741914242873-DAY.v17.npz,train,DAY,0.875,0.875,0.875,0.875,1.0,1.0,0.7583948969841003,0.260009765625,0.9069767441860465,0.4148936170212766
train/DAY/18566632058805044-seedDAY.v17.npz,train,DAY,0.8125,0.65625,0.8125,0.65625,1.0,1.0,0.7542211413383484,0.1519775390625,0.8260869565217391,0.19791666666666666
train/DAY/2127361825953915-DAY.v17.npz,train,DAY,0.5,0.03125,0.46875,0.0,1.0,1.0,0.7244352102279663,0.0899658203125,0.5161290322580645,0.23880597014925373
train/DAY/22177855833836602-DAY.v17.npz,train,DAY,0.78125,0.03125,0.75,0.0,1.0,1.0,0.7560745477676392,0.0809326171875,0.7777777777777778,0.4444444444444444
train/DAY/22682052489427296-DAY.v17.npz,train,DAY,0.9375,0.9375,0.84375,0.84375,1.0,1.0,0.7833694219589233,0.0751953125,0.92,0.4791666666666667
train/DAY/33248134847065836-DAY.v17.npz,train,DAY,0.875,0.875,0.4375,0.4375,1.0,1.0,0.7806069254875183,0.1187744140625,0.8461538461538461,0.4230769230769231
train/DAY/38496706091783506-DAY.v17.npz,train,DAY,0.875,0.84375,0.875,0.84375,1.0,1.0,0.7525318264961243,0.0762939453125,0.9090909090909091,0.4166666666666667
train/DAY/45882506624568764-DAY.v17.npz,train,DAY,0.875,0.3125,0.75,0.1875,1.0,1.0,0.7463364601135254,0.08740234375,0.8974358974358975,0.4666666666666667
train/DAY/5240267173967887-DAY.v17.npz,train,DAY,0.875,0.1875,0.875,0.1875,1.0,1.0,0.7903455495834351,0.080322265625,0.8571428571428571,0.5084745762711864
train/DAY/596424111873483-DAY.v17.npz,train,DAY,0.8125,0.8125,0.78125,0.78125,1.0,1.0,0.8024476766586304,0.1640625,0.8181818181818182,0.35294117647058826
train/DAY/6369569351542994-DAY.v17.npz,train,DAY,0.875,0.71875,0.5,0.34375,1.0,1.0,0.809205949306488,0.0858154296875,0.8918918918918919,0.42857142857142855
train/DAY/6849916550986419-DAY.v17.npz,train,DAY,0.875,0.21875,0.78125,0.125,1.0,1.0,0.775973379611969,0.0946044921875,0.8809523809523809,0.3854166666666667
train/DAY/8036762359057699-DAY.v17.npz,train,DAY,0.71875,0.03125,0.6875,0.0,1.0,1.0,0.7976940870285034,0.1158447265625,0.71875,0.3898305084745763
train/DAY/8604919873971555-DAY.v17.npz,train,DAY,0.71875,0.5,0.46875,0.25,1.0,1.0,0.763633131980896,0.222900390625,0.7241379310344828,0.3
train/DAY/9458795780850124-DAY.v17.npz,train,DAY,0.875,0.5625,0.875,0.5625,1.0,1.0,0.8602334260940552,0.1065673828125,0.8823529411764706,0.39473684210526316
train/DAY/9507779782999788-DAY.v17.npz,train,DAY,0.875,0.40625,0.84375,0.375,1.0,1.0,0.7745288014411926,0.093017578125,0.9047619047619048,0.5066666666666667
train/DIFFERENT/09035665410984017-DIFFERENT.v17.npz,train,DIFFERENT,0.8125,0.8125,0.625,0.625,1.0,1.0,0.828783392906189,0.1326904296875,0.8260869565217391,0.41304347826086957
train/DIFFERENT/23278500386568868-DIFFERENT.v17.npz,train,DIFFERENT,0.8125,0.8125,0.625,0.625,1.0,1.0,0.8626694083213806,0.0955810546875,0.8,0.36363636363636365
train/DIFFERENT/2647850986169875-seedDIFFERENT.v17.npz,train,DIFFERENT,0.875,0.78125,0.8125,0.71875,1.0,1.0,0.7765240669250488,0.1395263671875,0.8076923076923077,0.21875
train/DIFFERENT/28473039465033767-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.71875,0.875,0.71875,1.0,1.0,0.8845642805099487,0.1153564453125,0.8947368421052632,0.38636363636363635
train/DIFFERENT/3450925010970334-DIFFERENT.v17.npz,train,DIFFERENT,0.9375,0.9375,0.84375,0.84375,1.0,1.0,0.8515641093254089,0.1336669921875,0.9215686274509803,0.5
train/DIFFERENT/3671264522753308-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.8125,0.84375,0.78125,1.0,1.0,0.8341703414916992,0.076904296875,0.8709677419354839,0.5094339622641509
train/DIFFERENT/3979542273376353-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.84375,0.84375,0.8125,1.0,1.0,0.8149467706680298,0.0848388671875,0.8974358974358975,0.3645833333333333
train/DIFFERENT/40476184301049223-DIFFERENT.v17.npz,train,DIFFERENT,0.8125,0.5625,0.8125,0.5625,1.0,1.0,0.8265248537063599,0.0816650390625,0.8181818181818182,0.391304347826087
train/DIFFERENT/519798886156041-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.8125,0.84375,0.78125,1.0,1.0,0.863210916519165,0.0806884765625,0.8666666666666667,0.52
train/DIFFERENT/5538288174206061-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.875,0.78125,0.78125,1.0,1.0,0.8455851078033447,0.141845703125,0.9047619047619048,0.48717948717948717
train/DIFFERENT/5558132949950849-DIFFERENT.v17.npz,train,DIFFERENT,0.59375,0.59375,0.5,0.5,1.0,1.0,0.7778030037879944,0.075927734375,0.5846153846153846,0.3958333333333333
train/DIFFERENT/690883161151304-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.875,0.78125,0.78125,1.0,1.0,0.848964273929596,0.191650390625,0.8148148148148148,0.39285714285714285
train/DIFFERENT/714657544656933-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.59375,0.8125,0.53125,1.0,1.0,0.7831294536590576,0.0775146484375,0.85,0.4857142857142857
train/DIFFERENT/7644545089589412-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.78125,0.8125,0.71875,1.0,1.0,0.8608969449996948,0.078125,0.8787878787878788,0.4142857142857143
train/DIFFERENT/9055897783856317-DIFFERENT.v17.npz,train,DIFFERENT,0.875,0.84375,0.78125,0.75,1.0,1.0,0.8782426118850708,0.5,0.8888888888888888,0.3855421686746988
train/DOCTOR/048346276036581814-DOCTOR.v17.npz,train,DOCTOR,0.875,0.78125,0.875,0.78125,1.0,1.0,0.8436101078987122,0.0821533203125,0.9069767441860465,0.40625
train/DOCTOR/1792184090128197-DOCTOR.v17.npz,train,DOCTOR,0.8125,0.8125,0.75,0.75,1.0,1.0,0.8270841836929321,0.1551513671875,0.7894736842105263,0.39473684210526316
train/DOCTOR/2007543242521641-DOCTOR.v17.npz,train,DOCTOR,0.875,0.625,0.875,0.625,1.0,1.0,0.8291972279548645,0.1002197265625,0.84,0.3230769230769231
