split,class_index,canonical_label,raw_gloss,asl_lex_code,participant,video,archive_member,destination,compressed_bytes,uncompressed_bytes,zip_crc32,zip_header_offset,zip_compression
train,4,HE,HE,F_02_044,P50,48540972876704047-HE.mp4,ASL_Citizen/videos/48540972876704047-HE.mp4,data/local/citizen100_v17/raw/train/HE/48540972876704047-HE.mp4,371391,402492,010b9356,4443506233,8
train,4,HE,HE,F_02_044,P20,5251028200471013-HE.mp4,ASL_Citizen/videos/5251028200471013-HE.mp4,data/local/citizen100_v17/raw/train/HE/5251028200471013-HE.mp4,441731,476555,63a11d27,17991010230,8
train,4,HE,HE,F_02_044,P11,5477484945014501-HE.mp4,ASL_Citizen/videos/5477484945014501-HE.mp4,data/local/citizen100_v17/raw/train/HE/5477484945014501-HE.mp4,287567,312212,021ecb1f,62317137,8
train,4,HE,HE,F_02_044,P14,634315397642317-HE.mp4,ASL_Citizen/videos/634315397642317-HE.mp4,data/local/citizen100_v17/raw/train/HE/634315397642317-HE.mp4,303460,331356,fbf61708,6250368693,8
train,4,HE,HE,F_02_044,P33,71363394216049-HE.mp4,ASL_Citizen/videos/71363394216049-HE.mp4,data/local/citizen100_v17/raw/train/HE/71363394216049-HE.mp4,875465,956543,b09f2158,15330848223,8
train,4,HE,HE,F_02_044,P37,9540803227058581-HE.mp4,ASL_Citizen/videos/9540803227058581-HE.mp4,data/local/citizen100_v17/raw/train/HE/9540803227058581-HE.mp4,380590,412006,d64aad84,11499266685,8
train,4,HE,HE,F_02_044,P52,9892417590385312-seedHE.mp4,ASL_Citizen/videos/9892417590385312-seedHE.mp4,data/local/citizen100_v17/raw/train/HE/9892417590385312-seedHE.mp4,957079,1043391,a4da7912,9864285369,8
train,5,MY,MY,C_01_060,P11,016094158151485072-MY.mp4,ASL_Citizen/videos/016094158151485072-MY.mp4,data/local/citizen100_v17/raw/train/MY/016094158151485072-MY.mp4,264259,285747,5de9aec8,8527795971,8
train,5,MY,MY,C_01_060,P30,019419810771881707-MY.mp4,ASL_Citizen/videos/019419810771881707-MY.mp4,data/local/citizen100_v17/raw/train/MY/019419810771881707-MY.mp4,403104,437000,fd08e6f2,24453526030,8
train,5,MY,MY,C_01_060,P37,15876391998161066-MY.mp4,ASL_Citizen/videos/15876391998161066-MY.mp4,data/local/citizen100_v17/raw/train/MY/15876391998161066-MY.mp4,384946,417114,7049e5d2,18837389019,8
train,5,MY,MY,C_01_060,P27,1967585753703054-MY.mp4,ASL_Citizen/videos/1967585753703054-MY.mp4,data/local/citizen100_v17/raw/train/MY/1967585753703054-MY.mp4,340820,372347,b218809d,40809465904,8
train,5,MY,MY,C_01_060,P4,26402390265466935-MY.mp4,ASL_Citizen/videos/26402390265466935-MY.mp4,data/local/citizen100_v17/raw/train/MY/26402390265466935-MY.mp4,588557,644092,7278b743,25182383160,8
train,5,MY,MY,C_01_060,P33,45496556401826393-MY.mp4,ASL_Citizen/videos/45496556401826393-MY.mp4,data/local/citizen100_v17/raw/train/MY/45496556401826393-MY.mp4,908661,990700,3fe24502,42146491547,8
train,5,MY,MY,C_01_060,P28,4806377586588719-MY.mp4,ASL_Citizen/videos/4806377586588719-MY.mp4,data/local/citizen100_v17/raw/train/MY/4806377586588719-MY.mp4,337085,365054,0464ef63,31176844043,8
train,5,MY,MY,C_01_060,P52,5095314542128282-seedMY.mp4,ASL_Citizen/videos/5095314542128282-seedMY.mp4,data/local/citizen100_v17/raw/train/MY/5095314542128282-seedMY.mp4,911660,992316,d8b3a1d8,18135310841,8
train,5,MY,MY,C_01_060,P29,5567962318004358-MY.mp4,ASL_Citizen/videos/5567962318004358-MY.mp4,data/local/citizen100_v17/raw/train/MY/5567962318004358-MY.mp4,389890,390431,d83c7b60,27746831523,8
train,5,MY,MY,C_01_060,P31,5701892416175667-MY.mp4,ASL_Citizen/videos/5701892416175667-MY.mp4,data/local/citizen100_v17/raw/train/MY/5701892416175667-MY.mp4,448785,489254,deb0efc3,13473992658,8
train,5,MY,MY,C_01_060,P36,763533172470803-MY.mp4,ASL_Citizen/videos/763533172470803-MY.mp4,data/local/citizen100_v17/raw/train/MY/763533172470803-MY.mp4,475648,516001,55cc6f9f,12997587313,8
train,5,MY,MY,C_01_060,P50,9101190053850159-MY.mp4,ASL_Citizen/videos/9101190053850159-MY.mp4,data/local/citizen100_v17/raw/train/MY/9101190053850159-MY.mp4,423558,457734,5f954b64,40991740537,8
train,5,MY,MY,C_01_060,P14,9567263704149651-MY.mp4,ASL_Citizen/videos/9567263704149651-MY.mp4,data/local/citizen100_v17/raw/train/MY/9567263704149651-MY.mp4,257913,281067,2c640e86,29978837580,8
train,6,YOUR,YOUR,F_01_052,P27,1178260244339504-YOUR.mp4,ASL_Citizen/videos/1178260244339504-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/1178260244339504-YOUR.mp4,265119,288355,aace5040,8459204798,8
train,6,YOUR,YOUR,F_01_052,P30,19561663745070268-YOUR.mp4,ASL_Citizen/videos/19561663745070268-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/19561663745070268-YOUR.mp4,352278,381418,961f1cd3,26962604780,8
train,6,YOUR,YOUR,F_01_052,P32,19741660770603775-YOUR.mp4,ASL_Citizen/videos/19741660770603775-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/19741660770603775-YOUR.mp4,579430,613017,645784f5,40712797822,8
train,6,YOUR,YOUR,F_01_052,P4,3028554929015699-YOUR.mp4,ASL_Citizen/videos/3028554929015699-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/3028554929015699-YOUR.mp4,525168,572491,f0ebcf27,42812926647,8
train,6,YOUR,YOUR,F_01_052,P50,37150818596578294-YOUR.mp4,ASL_Citizen/videos/37150818596578294-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/37150818596578294-YOUR.mp4,550085,594147,afbc5a7b,30845808517,8
train,6,YOUR,YOUR,F_01_052,P7,3909320209952225-YOUR.mp4,ASL_Citizen/videos/3909320209952225-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/3909320209952225-YOUR.mp4,639425,694551,10d5c67c,39882767543,8
train,6,YOUR,YOUR,F_01_052,P16,4175719914055973-YOUR.mp4,ASL_Citizen/videos/4175719914055973-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/4175719914055973-YOUR.mp4,501485,542761,5ffa48bb,40453153351,8
train,6,YOUR,YOUR,F_01_052,P29,6252762428426335-YOUR.mp4,ASL_Citizen/videos/6252762428426335-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/6252762428426335-YOUR.mp4,560684,561554,30f6ee39,12914767141,8
train,6,YOUR,YOUR,F_01_052,P31,69094637897625-YOUR.mp4,ASL_Citizen/videos/69094637897625-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/69094637897625-YOUR.mp4,466953,507329,7cb5561a,21375066252,8
train,6,YOUR,YOUR,F_01_052,P33,7290227249431431-YOUR.mp4,ASL_Citizen/videos/7290227249431431-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/7290227249431431-YOUR.mp4,1053962,1148915,ef6357b6,25081626109,8
train,6,YOUR,YOUR,F_01_052,P51,7652691083354926-YOUR.mp4,ASL_Citizen/videos/7652691083354926-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/7652691083354926-YOUR.mp4,634194,690433,eed8694c,3985029858,8
train,6,YOUR,YOUR,F_01_052,P52,7663640970446304-seedYOUR.mp4,ASL_Citizen/videos/7663640970446304-seedYOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/7663640970446304-seedYOUR.mp4,831656,908815,46f8a9f3,8235418086,8
train,6,YOUR,YOUR,F_01_052,P11,8007476360665744-YOUR.mp4,ASL_Citizen/videos/8007476360665744-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/8007476360665744-YOUR.mp4,288887,313836,4acc1dcd,7700757038,8
train,6,YOUR,YOUR,F_01_052,P29,8082218522582074-YOUR.mp4,ASL_Citizen/videos/8082218522582074-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/8082218522582074-YOUR.mp4,314100,314612,48776bc9,5134928685,8
train,6,YOUR,YOUR,F_01_052,P14,8911482652584646-YOUR.mp4,ASL_Citizen/videos/8911482652584646-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/8911482652584646-YOUR.mp4,374581,406808,5f41f5e8,43484767139,8
train,6,YOUR,YOUR,F_01_052,P37,9151466310951184-YOUR.mp4,ASL_Citizen/videos/9151466310951184-YOUR.mp4,data/local/citizen100_v17/raw/train/YOUR/9151466310951184-YOUR.mp4,299041,322536,5afd3606,32427644432,8
train,7,OUR,OUR,G_02_067,P27,1140810919385793-OUR.mp4,ASL_Citizen/videos/1140810919385793-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/1140810919385793-OUR.mp4,316067,344120,0f8a9edf,45636235794,8
train,7,OUR,OUR,G_02_067,P52,1250874653735894-seedOUR.mp4,ASL_Citizen/videos/1250874653735894-seedOUR.mp4,data/local/citizen100_v17/raw/train/OUR/1250874653735894-seedOUR.mp4,871844,952512,01d5e964,36666171774,8
train,7,OUR,OUR,G_02_067,P40,17676404632160048-OUR.mp4,ASL_Citizen/videos/17676404632160048-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/17676404632160048-OUR.mp4,543218,588410,c8468186,8451956176,8
train,7,OUR,OUR,G_02_067,P31,3921416525659833-OUR.mp4,ASL_Citizen/videos/3921416525659833-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/3921416525659833-OUR.mp4,528136,577945,7dc1d951,313497245,8
train,7,OUR,OUR,G_02_067,P51,3930752895836436-OUR.mp4,ASL_Citizen/videos/3930752895836436-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/3930752895836436-OUR.mp4,421481,460919,5385954f,2416117862,8
train,7,OUR,OUR,G_02_067,P37,40789532802368833-OUR.mp4,ASL_Citizen/videos/40789532802368833-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/40789532802368833-OUR.mp4,408978,441384,64f72588,37518411507,8
train,7,OUR,OUR,G_02_067,P29,4622631870868583-OUR.mp4,ASL_Citizen/videos/4622631870868583-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/4622631870868583-OUR.mp4,545908,546519,fd42f817,21686429551,8
train,7,OUR,OUR,G_02_067,P36,5019998183770455-OUR.mp4,ASL_Citizen/videos/5019998183770455-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/5019998183770455-OUR.mp4,454811,492044,f8a26c2f,34010561173,8
train,7,OUR,OUR,G_02_067,P50,642747642076875-OUR.mp4,ASL_Citizen/videos/642747642076875-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/642747642076875-OUR.mp4,361478,392239,37955220,25093489920,8
train,7,OUR,OUR,G_02_067,P14,7163309260574133-OUR.mp4,ASL_Citizen/videos/7163309260574133-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/7163309260574133-OUR.mp4,335626,363360,125a796a,11114217521,8
train,7,OUR,OUR,G_02_067,P11,799628866128629-OUR.mp4,ASL_Citizen/videos/799628866128629-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/799628866128629-OUR.mp4,341764,370841,222c7c5a,21002346495,8
train,7,OUR,OUR,G_02_067,P30,8037009281954064-OUR.mp4,ASL_Citizen/videos/8037009281954064-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/8037009281954064-OUR.mp4,525623,571680,593cfcd0,41375021344,8
train,7,OUR,OUR,G_02_067,P33,8190388557778636-OUR.mp4,ASL_Citizen/videos/8190388557778636-OUR.mp4,data/local/citizen100_v17/raw/train/OUR/8190388557778636-OUR.mp4,960102,1044903,9fe54dc3,4996973899,8
