source,split_role,signer_id,class_index,canonical_label,citizen_raw_gloss,citizen_asl_lex_code,asllex_entry_id,signbank_annotation_id,asllrp_video_id,main_entry,entry_variant,occurrence,sign_type,sign_start_frame,sign_end_frame,utterance_start_frame,utterance_end_frame,sign_video_filename,sign_video_url,utterance_video_filename,utterance_video_url,source_collection,utterance_number,master_video_filename,training_eligible
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,348760,WHERE,WHERE,WHERE,Lexical Signs,2802,2815,2658,2854,sign_531832.mp4,https://dai.cs.rutgers.edu/ss3front/sign_531832.mp4,6189717.mp4,https://dai.cs.rutgers.edu/ss3front/6189717.mp4,Cory_2013-6-27_sc115,11,2013-06-27_CB_0115-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,348836,WHERE,WHERE,WHERE,Lexical Signs,4768,4778,4654,4858,sign_531945.mp4,https://dai.cs.rutgers.edu/ss3front/sign_531945.mp4,6189124.mp4,https://dai.cs.rutgers.edu/ss3front/6189124.mp4,Cory_2013-6-27_sc115,18,2013-06-27_CB_0115-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349359,WHERE,WHERE,WHERE,Lexical Signs,19843,19867,19753,19889,sign_532703.mp4,https://dai.cs.rutgers.edu/ss3front/sign_532703.mp4,6184888.mp4,https://dai.cs.rutgers.edu/ss3front/6184888.mp4,Cory_2013-6-27_sc115,83,2013-06-27_CB_0115-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349383,WHERE,WHERE,WHERE,Lexical Signs,20887,20908,20814,20926,sign_532737.mp4,https://dai.cs.rutgers.edu/ss3front/sign_532737.mp4,6184593.mp4,https://dai.cs.rutgers.edu/ss3front/6184593.mp4,Cory_2013-6-27_sc115,88,2013-06-27_CB_0115-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349387,WHERE,WHERE,WHERE,Lexical Signs,21079,21104,21023,21117,sign_532744.mp4,https://dai.cs.rutgers.edu/ss3front/sign_532744.mp4,6184494.mp4,https://dai.cs.rutgers.edu/ss3front/6184494.mp4,Cory_2013-6-27_sc115,89,2013-06-27_CB_0115-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349594,WHERE,WHERE,WHERE,Lexical Signs,2910,2925,2866,2988,sign_534089.mp4,https://dai.cs.rutgers.edu/ss3front/sign_534089.mp4,7986521.mp4,https://dai.cs.rutgers.edu/ss3front/7986521.mp4,Cory_2013-6-27_sc114,15,2013-06-27_CB_0114-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349675,WHERE,WHERE,WHERE,Lexical Signs,6312,6325,6254,6362,sign_534209.mp4,https://dai.cs.rutgers.edu/ss3front/sign_534209.mp4,7985039.mp4,https://dai.cs.rutgers.edu/ss3front/7985039.mp4,Cory_2013-6-27_sc114,33,2013-06-27_CB_0114-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,349865,WHERE,WHERE,WHERE,Lexical Signs,13114,13121,13075,13181,sign_534488.mp4,https://dai.cs.rutgers.edu/ss3front/sign_534488.mp4,7982673.mp4,https://dai.cs.rutgers.edu/ss3front/7982673.mp4,Cory_2013-6-27_sc114,67,2013-06-27_CB_0114-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,350061,WHERE,WHERE,WHERE,Lexical Signs,19585,19598,19501,19727,sign_534758.mp4,https://dai.cs.rutgers.edu/ss3front/sign_534758.mp4,79807100.mp4,https://dai.cs.rutgers.edu/ss3front/79807100.mp4,Cory_2013-6-27_sc114,94,2013-06-27_CB_0114-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,350128,WHERE,WHERE,WHERE,Lexical Signs,21443,21446,21367,21487,sign_534852.mp4,https://dai.cs.rutgers.edu/ss3front/sign_534852.mp4,79802107.mp4,https://dai.cs.rutgers.edu/ss3front/79802107.mp4,Cory_2013-6-27_sc114,101,2013-06-27_CB_0114-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,350325,WHERE,WHERE,WHERE,Lexical Signs,2204,2209,2132,2236,sign_535369.mp4,https://dai.cs.rutgers.edu/ss3front/sign_535369.mp4,58734317.mp4,https://dai.cs.rutgers.edu/ss3front/58734317.mp4,Cory_2013-6-27_sc111,11,2013-06-27_CB_0111-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,351142,WHERE,WHERE,WHERE++,Lexical Signs,10964,10986,10913,10998,sign_537715.mp4,https://dai.cs.rutgers.edu/ss3front/sign_537715.mp4,8396853.mp4,https://dai.cs.rutgers.edu/ss3front/8396853.mp4,Cory_2013-6-27_sc109,47,2013-06-27_CB_0109-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,351398,WHERE,WHERE,WHERE,Lexical Signs,1672,1679,1582,1727,sign_538871.mp4,https://dai.cs.rutgers.edu/ss3front/sign_538871.mp4,3381813.mp4,https://dai.cs.rutgers.edu/ss3front/3381813.mp4,Cory_2013-6-27_sc108,7,2013-06-27_CB_0108-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,351412,WHERE,WHERE,WHERE,Lexical Signs,1947,1953,1820,1986,sign_538887.mp4,https://dai.cs.rutgers.edu/ss3front/sign_538887.mp4,3381814.mp4,https://dai.cs.rutgers.edu/ss3front/3381814.mp4,Cory_2013-6-27_sc108,8,2013-06-27_CB_0108-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,352302,WHERE,WHERE,WHERE,Lexical Signs,12356,12374,12297,12389,sign_541048.mp4,https://dai.cs.rutgers.edu/ss3front/sign_541048.mp4,159.mp4,https://dai.cs.rutgers.edu/ss3front/159.mp4,Cory_2013-6-27_sc107,54,2013-06-27_CB_0107-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,352321,WHERE,WHERE,WHERE,Lexical Signs,13131,13150,13057,13169,sign_541075.mp4,https://dai.cs.rutgers.edu/ss3front/sign_541075.mp4,463.mp4,https://dai.cs.rutgers.edu/ss3front/463.mp4,Cory_2013-6-27_sc107,58,2013-06-27_CB_0107-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,352506,WHERE,WHERE,WHERE,Lexical Signs,18835,18844,18783,18881,sign_541332.mp4,https://dai.cs.rutgers.edu/ss3front/sign_541332.mp4,2691.mp4,https://dai.cs.rutgers.edu/ss3front/2691.mp4,Cory_2013-6-27_sc107,86,2013-06-27_CB_0107-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387344,WHERE,WHERE,WHERE,Lexical Signs,6332,6358,6278,6370,sign_646574.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646574.mp4,83941537.mp4,https://dai.cs.rutgers.edu/ss3front/83941537.mp4,Cory_2013-6-27_sc112,31,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387347,WHERE,WHERE,WHERE,Lexical Signs,6525,6550,6478,6570,sign_646577.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646577.mp4,83941438.mp4,https://dai.cs.rutgers.edu/ss3front/83941438.mp4,Cory_2013-6-27_sc112,32,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387350,WHERE,WHERE,WHERE,Lexical Signs,6721,6741,6668,6760,sign_646580.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646580.mp4,83941339.mp4,https://dai.cs.rutgers.edu/ss3front/83941339.mp4,Cory_2013-6-27_sc112,33,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387353,WHERE,WHERE,WHERE,Lexical Signs,6906,6929,6854,6956,sign_646583.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646583.mp4,83941240.mp4,https://dai.cs.rutgers.edu/ss3front/83941240.mp4,Cory_2013-6-27_sc112,34,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387396,WHERE,WHERE,WHERE,Lexical Signs,9245,9266,9195,9279,sign_646643.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646643.mp4,83940452.mp4,https://dai.cs.rutgers.edu/ss3front/83940452.mp4,Cory_2013-6-27_sc112,46,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387409,WHERE,WHERE,WHERE,Lexical Signs,9838,9859,9781,9867,sign_646659.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646659.mp4,83940155.mp4,https://dai.cs.rutgers.edu/ss3front/83940155.mp4,Cory_2013-6-27_sc112,49,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387438,WHERE,WHERE,WHERE,Lexical Signs,11206,11227,11139,11245,sign_646702.mp4,https://dai.cs.rutgers.edu/ss3front/sign_646702.mp4,83939662.mp4,https://dai.cs.rutgers.edu/ss3front/83939662.mp4,Cory_2013-6-27_sc112,56,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387752,WHERE,WHERE,WHERE,Lexical Signs,20051,20059,20012,20092,sign_647150.mp4,https://dai.cs.rutgers.edu/ss3front/sign_647150.mp4,83937194.mp4,https://dai.cs.rutgers.edu/ss3front/83937194.mp4,Cory_2013-6-27_sc112,89,2013-06-27_CB_0112-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387934,WHERE,WHERE,WHERE,Lexical Signs,4057,4078,3999,4098,sign_648391.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648391.mp4,634028.mp4,https://dai.cs.rutgers.edu/ss3front/634028.mp4,Cory_2013-6-27_sc113,22,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387958,WHERE,WHERE,WHERE,Lexical Signs,5216,5238,5179,5249,sign_648434.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648434.mp4,633534.mp4,https://dai.cs.rutgers.edu/ss3front/633534.mp4,Cory_2013-6-27_sc113,28,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,387982,WHERE,WHERE,WHERE,Lexical Signs,6222,6244,6164,6258,sign_648470.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648470.mp4,632939.mp4,https://dai.cs.rutgers.edu/ss3front/632939.mp4,Cory_2013-6-27_sc113,33,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388007,WHERE,WHERE,WHERE,Lexical Signs,7214,7235,7155,7251,sign_648502.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648502.mp4,632544.mp4,https://dai.cs.rutgers.edu/ss3front/632544.mp4,Cory_2013-6-27_sc113,38,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388017,WHERE,WHERE,WHERE,Lexical Signs,7618,7640,7577,7655,sign_648516.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648516.mp4,632446.mp4,https://dai.cs.rutgers.edu/ss3front/632446.mp4,Cory_2013-6-27_sc113,40,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388317,WHERE,WHERE,WHERE,Lexical Signs,15209,15218,15055,15319,sign_648956.mp4,https://dai.cs.rutgers.edu/ss3front/sign_648956.mp4,630574.mp4,https://dai.cs.rutgers.edu/ss3front/630574.mp4,Cory_2013-6-27_sc113,68,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388372,WHERE,WHERE,WHERE,Lexical Signs,16868,16891,16808,16900,sign_649033.mp4,https://dai.cs.rutgers.edu/ss3front/sign_649033.mp4,630180.mp4,https://dai.cs.rutgers.edu/ss3front/630180.mp4,Cory_2013-6-27_sc113,75,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388375,WHERE,WHERE,WHERE++,Lexical Signs,17036,17055,17001,17069,sign_649038.mp4,https://dai.cs.rutgers.edu/ss3front/sign_649038.mp4,630081.mp4,https://dai.cs.rutgers.edu/ss3front/630081.mp4,Cory_2013-6-27_sc113,76,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388378,WHERE,WHERE,WHERE,Lexical Signs,17204,17209,17168,17237,sign_649042.mp4,https://dai.cs.rutgers.edu/ss3front/sign_649042.mp4,629982.mp4,https://dai.cs.rutgers.edu/ss3front/629982.mp4,Cory_2013-6-27_sc113,77,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,CORY,9,WHERE,WHERE,B_02_035,where,WHERE,388391,WHERE,WHERE,WHERE,Lexical Signs,17746,17767,17701,17787,sign_649061.mp4,https://dai.cs.rutgers.edu/ss3front/sign_649061.mp4,629785.mp4,https://dai.cs.rutgers.edu/ss3front/629785.mp4,Cory_2013-6-27_sc113,80,2013-06-27_CB_0113-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346233,WHERE,WHERE,WHERE,Lexical Signs,9160,9166,9098,9194,sign_524041.mp4,https://dai.cs.rutgers.edu/ss3front/sign_524041.mp4,4234549.mp4,https://dai.cs.rutgers.edu/ss3front/4234549.mp4,Jonathan_2012-11-27_sc98,44,2012-11-27_JM9_0098-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346257,WHERE,WHERE,WHERE,Lexical Signs,10042,10049,9995,10085,sign_524072.mp4,https://dai.cs.rutgers.edu/ss3front/sign_524072.mp4,4234954.mp4,https://dai.cs.rutgers.edu/ss3front/4234954.mp4,Jonathan_2012-11-27_sc98,49,2012-11-27_JM9_0098-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346261,WHERE,WHERE,WHERE,Lexical Signs,10251,10262,10176,10321,sign_524078.mp4,https://dai.cs.rutgers.edu/ss3front/sign_524078.mp4,4235055.mp4,https://dai.cs.rutgers.edu/ss3front/4235055.mp4,Jonathan_2012-11-27_sc98,50,2012-11-27_JM9_0098-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346414,WHERE,WHERE,WHERE,Lexical Signs,85,86,6,119,sign_525255.mp4,https://dai.cs.rutgers.edu/ss3front/sign_525255.mp4,1572107.mp4,https://dai.cs.rutgers.edu/ss3front/1572107.mp4,Jonathan_2012-11-27_sc97,1,2012-11-27_JM8_0097-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346449,WHERE,WHERE,WHERE,Lexical Signs,1034,1039,989,1135,sign_525305.mp4,https://dai.cs.rutgers.edu/ss3front/sign_525305.mp4,15720711.mp4,https://dai.cs.rutgers.edu/ss3front/15720711.mp4,Jonathan_2012-11-27_sc97,5,2012-11-27_JM8_0097-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,346830,WHERE,WHERE,WHERE,Lexical Signs,9384,9393,9292,9483,sign_525824.mp4,https://dai.cs.rutgers.edu/ss3front/sign_525824.mp4,15718343.mp4,https://dai.cs.rutgers.edu/ss3front/15718343.mp4,Jonathan_2012-11-27_sc97,37,2012-11-27_JM8_0097-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347136,WHERE,WHERE,WHERE,Lexical Signs,639,653,602,676,sign_526648.mp4,https://dai.cs.rutgers.edu/ss3front/sign_526648.mp4,28310.mp4,https://dai.cs.rutgers.edu/ss3front/28310.mp4,Jonathan_2012-11-27_sc95,4,2012-11-27_JM6_0095-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347140,WHERE,WHERE,WHERE,Lexical Signs,830,840,792,866,sign_526654.mp4,https://dai.cs.rutgers.edu/ss3front/sign_526654.mp4,28411.mp4,https://dai.cs.rutgers.edu/ss3front/28411.mp4,Jonathan_2012-11-27_sc95,5,2012-11-27_JM6_0095-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347143,WHERE,WHERE,WHERE,Lexical Signs,994,996,970,1057,sign_526659.mp4,https://dai.cs.rutgers.edu/ss3front/sign_526659.mp4,28512.mp4,https://dai.cs.rutgers.edu/ss3front/28512.mp4,Jonathan_2012-11-27_sc95,6,2012-11-27_JM6_0095-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347159,WHERE,WHERE,WHERE,Lexical Signs,1589,1602,1536,1641,sign_526679.mp4,https://dai.cs.rutgers.edu/ss3front/sign_526679.mp4,28715.mp4,https://dai.cs.rutgers.edu/ss3front/28715.mp4,Jonathan_2012-11-27_sc95,9,2012-11-27_JM6_0095-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347403,WHERE,WHERE,WHERE,Lexical Signs,7920,7928,7878,7987,sign_527014.mp4,https://dai.cs.rutgers.edu/ss3front/sign_527014.mp4,30742.mp4,https://dai.cs.rutgers.edu/ss3front/30742.mp4,Jonathan_2012-11-27_sc95,36,2012-11-27_JM6_0095-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347511,WHERE,WHERE,WHERE,Lexical Signs,4129,4135,4078,4172,sign_527970.mp4,https://dai.cs.rutgers.edu/ss3front/sign_527970.mp4,842429.mp4,https://dai.cs.rutgers.edu/ss3front/842429.mp4,Jonathan_2012-11-27_sc94,23,2012-11-27_JM5_0094-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347539,WHERE,WHERE,WHERE,Lexical Signs,5279,5291,5233,5319,sign_528013.mp4,https://dai.cs.rutgers.edu/ss3front/sign_528013.mp4,842935.mp4,https://dai.cs.rutgers.edu/ss3front/842935.mp4,Jonathan_2012-11-27_sc94,29,2012-11-27_JM5_0094-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347562,WHERE,WHERE,WHERE,Lexical Signs,6267,6273,6232,6336,sign_528047.mp4,https://dai.cs.rutgers.edu/ss3front/sign_528047.mp4,843240.mp4,https://dai.cs.rutgers.edu/ss3front/843240.mp4,Jonathan_2012-11-27_sc94,34,2012-11-27_JM5_0094-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347590,WHERE,WHERE,WHERE,Lexical Signs,7270,7280,7231,7309,sign_528081.mp4,https://dai.cs.rutgers.edu/ss3front/sign_528081.mp4,843545.mp4,https://dai.cs.rutgers.edu/ss3front/843545.mp4,Jonathan_2012-11-27_sc94,39,2012-11-27_JM5_0094-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347603,WHERE,WHERE,WHERE,Lexical Signs,7645,7658,7609,7689,sign_528097.mp4,https://dai.cs.rutgers.edu/ss3front/sign_528097.mp4,843747.mp4,https://dai.cs.rutgers.edu/ss3front/843747.mp4,Jonathan_2012-11-27_sc94,41,2012-11-27_JM5_0094-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,347980,WHERE,WHERE,WHERE,Lexical Signs,476,483,442,514,sign_528774.mp4,https://dai.cs.rutgers.edu/ss3front/sign_528774.mp4,557229.mp4,https://dai.cs.rutgers.edu/ss3front/557229.mp4,Jonathan_2012-11-27_sc93,3,2012-11-27_JM4_0093-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,388853,WHERE,WHERE,WHERE,Lexical Signs,11783,11785,11756,11861,sign_650637.mp4,https://dai.cs.rutgers.edu/ss3front/sign_650637.mp4,31656961.mp4,https://dai.cs.rutgers.edu/ss3front/31656961.mp4,Jonathan_2012-11-27_sc96,55,2012-11-27_JM7_0096-cam1-for-ss3.mp4,True
asllrp,train_candidate,JONATHAN,9,WHERE,WHERE,B_02_035,where,WHERE,389095,WHERE,WHERE,WHERE,Lexical Signs,18313,18320,18246,18420,sign_650966.mp4,https://dai.cs.rutgers.edu/ss3front/sign_650966.mp4,31655088.mp4,https://dai.cs.rutgers.edu/ss3front/31655088.mp4,Jonathan_2012-11-27_sc96,82,2012-11-27_JM7_0096-cam1-for-ss3.mp4,True
asllrp,train_candidate,RACHEL,9,WHERE,WHERE,B_02_035,where,WHERE,342428,WHERE,WHERE,WHERE,Lexical Signs,6461,6467,6430,6500,sign_513567.mp4,https://dai.cs.rutgers.edu/ss3front/sign_513567.mp4,7567435.mp4,https://dai.cs.rutgers.edu/ss3front/7567435.mp4,Rachel_2012-02-14_sc63,29,2012-02-14_0063-cam1-for-ss3.mp4,True
asllrp,train_candidate,RACHEL,9,WHERE,WHERE,B_02_035,where,WHERE,343527,WHERE,WHERE,WHERE,Lexical Signs,643,650,618,702,sign_516539.mp4,https://dai.cs.rutgers.edu/ss3front/sign_516539.mp4,70288210.mp4,https://dai.cs.rutgers.edu/ss3front/70288210.mp4,Rachel_2012-02-09_sc59,4,2012-02-09_0059-cam1-for-ss3.mp4,True
asllrp,train_candidate,RACHEL,9,WHERE,WHERE,B_02_035,where,WHERE,344021,WHERE,WHERE,WHERE,Lexical Signs,2103,2112,2062,2136,sign_517794.mp4,https://dai.cs.rutgers.edu/ss3front/sign_517794.mp4,978817.mp4,https://dai.cs.rutgers.edu/ss3front/978817.mp4,Rachel_2012-02-09_sc57,11,2012-02-09_0057-cam1-for-ss3.mp4,True
